SETTLEMENT DATE|CUSIP|SYMBOL|QUANTITY (FAILS)|DESCRIPTION|PRICE
20190415|B38564108|EURN|1000|EURONAV NV ANTWERPEN (BELGIUM)|9.36
20190415|D18190898|DB|1029|DEUTSCHE BANK AG NAMEN AKT (DE|8.61
20190415|G0084W101|ADNT|2721|ADIENT PLC ORD SHS (IRL)|20.73
20190415|G0129K104|AYR|2333|AIRCASTLE LIMITED COM|20.35
20190415|G0176J109|ALLE|4327|ALLEGION PUB LTD CO (IRL)|94.57
20190415|G01767105|ALKS|116|ALKERMES PLC ORDINARY SHS (IRE|34.22
20190415|G0177J108|AGN|296|ALLERGAN PLC ORD SHS (IRL)|144.95
20190415|G0335L102|ANFI|2000|AMIRA NATURE FOODS LTD ORD SHS|1.32
20190415|G0408V102|AON|27944|AON PLC ORD SHS CL A NEW (UK) |176.12
20190415|G04415108|ANDA|3|ANDINA ACQUISITION CORP III US|9.77
20190415|G04415132|ANDAR|646|ANDINA ACQUISITION CORP III RT|0.28
20190415|G0457F107|ARCO|16|ARCOS DORADOS HOLDINGDS INC. C|7.00
20190415|G06207115|AFH|664|ATLAS FINANCIAL HOLDINGS INC. |1.59
20190415|G06242104|TEAM|206|ATLASSIAN CORP PLC CLA (GBR)|112.68
20190415|G0684D107|ATH|3023|ATHENE HLDG LTD CL A (BMU)|43.38
20190415|G07025102|EARS|29007|AURIS MED HLDG LTD SHS (BMU)|0.34
20190415|G0750W104|AXGT|79877|AXOVANT GENE THERAPIES LTD COM|1.08
20190415|G0772R208|NTB|52|BANK OF NT BUTTERFIELD & SON|37.70
20190415|G1117K114|BIOX|418|BIOCERES CROP SOLUTIONS CORP. |4.53
20190415|G11196105|BHVN|1841|BIOHAVEN PHARMACEUTICAL HLDG C|58.24
20190415|G1142P138|BCACR|2275|BISON CAP ACQUISITION CORP RTS|0.36
20190415|G1288E103|BIQI|150|BIQI INTL HLDGS CORP USD COMMO|2.01
20190415|G14838109|MIME|98|MIMECAST LTD ORD SHS (GBR)|49.70
20190415|G16249107|BPY|7884|BROOKFIELD PPTY PARTNERS L P U|20.93
20190415|G16252101|BIP|62|BROOKFIELD INFRASTRUCTURE PART|41.44
20190415|G16258108|BEP|4223|BROOKFIELD RENEWABLE PARTNERS |31.33
20190415|G1644T109|BSIG|185|BRIGHTSPHERE INVT GROUP PLC SH|14.54
20190415|G1757E113|CMCL|76899|CALEDONIA MNG CORP PLC SHS NEW|5.80
20190415|G18920101|CIC|35996|CAPITOL INVT CORP IV USD CL A |10.42
20190415|G18920119|CICU|120|CAPITOL INVT CORP IV (CYM)|10.83
20190415|G18920127|CICWS|1400|CAPITOL INVT CORP IV WT PUR ON|1.45
20190415|G1899E146|CUPUF|10|CARIBBEAN UTILITIES LTD CL-A|15.44
