SETTLEMENT DATE|CUSIP|SYMBOL|QUANTITY (FAILS)|DESCRIPTION|PRICE
20190201|B38564108|EURN|312|EURONAV NV ANTWERPEN (BELGIUM)|7.78
20190201|D1668R123|DDAIF|5671|DAIMLER AG|59.33
20190201|G0177J108|AGN|495|ALLERGAN PLC ORD SHS (IRL)|143.98
20190201|G0335L102|ANFI|4234|AMIRA NATURE FOODS LTD ORD SHS|0.93
20190201|G0408V102|AON|12|AON PLC ORD SHS CL A NEW (UK) |156.23
20190201|G04415116|ANDAU|365250|ANDINA ACQ CORP III UIT CONSIS|10.05
20190201|G0443N107|WAAS|21|AQUAVENTURE HLDGS LTD SHS (VGB|21.03
20190201|G0450A105|ACGL|20|ARCH CAPITAL GROUP LTD|29.35
20190201|G0457F107|ARCO|1|ARCOS DORADOS HOLDINGDS INC. C|9.17
20190201|G0684D107|ATH|22495|ATHENE HLDG LTD CL A (BMU)|42.90
20190201|G0750W104|AXON|5859|AXOVANT SCIENCES LTD COM SHS|1.05
20190201|G0772R208|NTB|418|BANK OF NT BUTTERFIELD & SON|35.05
20190201|G10830100|BYSI|104|BEYONDSPRING INC ORD SHS (CYM)|17.84
20190201|G1142P104|BCAC|33|BISON CAP ACQUISITION CORP|10.48
20190201|G1151C101|ACN|257|ACCENTURE PLC CL-A ORDINARY SH|153.55
20190201|G14838109|MIME|100|MIMECAST LTD ORD SHS (GBR)|37.57
20190201|G16234109|BBU|135|BROOKFIELD BUSINESS PARTNERS L|31.84
20190201|G16249107|BPY|7327|BROOKFIELD PPTY PARTNERS L P U|18.20
20190201|G16258108|BEP|191|BROOKFIELD RENEWABLE PARTNERS |28.84
20190201|G1644T109|BSIG|330|BRIGHTSPHERE INVT GROUP PLC SH|12.37
20190201|G1757E113|CMCL|36759|CALEDONIA MNG CORP PLC SHS NEW|6.01
20190201|G1890L107|CPRI|178|CAPRI HLDGS LTD SHS (VGB)|42.48
20190201|G2113X134|CCCL|19198|CHINA CERAMICS CO LTD USD SHS |2.03
20190201|G2118P102|CCRC|288|CHINA CUSTOMER RELATIONS CTRS |11.34
20190201|G2161P108|SXTC|450|CHINA SXT PHARMACEUTICALS INC |7.11
20190201|G21612109|CLDC|1125|CHINA LENDING CORP SHS (VGB)|1.19
20190201|G22707114|CCHWS|3600|COLLIER CREEK HOLDINGS WT EXP |1.02
20190201|G2345N110|CMSSW|3502|CM SEVEN STAR ACQUISITION CORP|0.23
20190201|G2379F116|CNACW|492|CONSTELLATION ALPHA CAP CORP W|0.09
20190201|G2379F132|CNACR|89032|CONSTELLATION ALPHA CAP CORP R|0.14
20190201|G2519Y108|BAP|8301|CREDICORP LTD (COMM $5.00 PAR)|242.78
20190201|G25343107|CZZ|284|COSAN LIMITED SHS A (BERMUDA) |11.03
20190201|G25839104|CCEP|429|COCA-COLA EUROPEAN PARTNERS PL|47.58
20190201|G2717B108|CWK|21586|CUSHMAN & WAKEFIELD PLC SH (GB|17.24
20190201|G3156P103|ASA|120|ASA GOLD AND PRECIOUS METALS L|10.35
20190201|G3157S106|ESV|1434|ENSCO INTERNATIONAL PLC,LONDON|4.40
20190201|G32030127|CLWT|204|EURO TECH HOLDINGS CO LTD NEW |3.09
20190201|G3206V100|ESTR|98|ESTRE AMBIENTAL IN SHS (CYM)|1.82
20190201|G3206V118|ESTRW|14600|ESTRE AMBIENTAL INC WT EXP (CY|0.08
20190201|G3323L100|FN|38|FABRINET ORD SHS (CYM)|56.84
20190201|G33277107|FAMI|1873|FARMMI INC ORDINARY SHARES (CY|4.52
20190201|G3402M102|FG|1910|FGL HLDGS ORD SHS (CYM)|7.91
20190201|G35006124|ALACW|100|ALBERTON ACQUISITION CORP WT 0|0.16
20190201|G3682E192|FRO|259|FRONTLINE LTD (BMU)|5.15
20190201|G37585109|GLOG|364|GASLOG LTD COMMON SHS (BERMUDA|17.93
20190201|G38327105|GPRK|271|GEOPARK LTD. USD SHARES (BMU) |17.01
20190201|G3922B107|G|92|GENPACT LIMITED|29.83
20190201|G3933F105|GBLI|711|GLOBAL INDEMNITY LTD CAYMAN CL|32.90
20190201|G3933F139|GBLIL|473|GLOBAL INDTY LTD CAYMAN SUB NT|25.69
20190201|G39637205|GOGL|22834|GOLDEN OCEAN GROUP LTD SHS NEW|5.07
20190201|G4027R104|DNJR|573|GOLDEN BULL LTD SHS (CYM)|8.59
20190201|G4388N106|HELE|98|HELEN OF TROY LTD-NEW-BERMUDA |116.04
20190201|G4412G101|HLF|502|HERBALIFE NUTRITION LTD|59.70
20190201|G4474Y214|JHG|51478|HENDERSON GROUP PLC ORD SHS (J|21.83
20190201|G4603R122|HCCHW|315|HL ACQUISITIONS CORP WT TO PUR|0.32
20190201|G4740B105|ICHR|4|ICHOR HLDGS LTD SHS (CYM)|20.57
20190201|G47791101|IR|18|INGERSOLL-RAND PLC ORD SHS (IR|100.04
20190201|G4863A108|IGT|619|INTERNATIONAL GAME TECHNOLOGY |16.36
20190201|G48833100|WFT|542269|WEATHERFORD INT'L PLC (IRELAND|0.65
20190201|G5005R107|JRVR|200|JAMES RIVER GROUP HOLDINGS LTD|38.57
20190201|G50871105|JAZZ|2474|JAZZ PHARMACEUTICALS PLC COM S|125.89
20190201|G5269C101|KNSA|64851|KINIKSA PHARMACEUTICALS LTD|17.50
20190201|G5494J103|LIN|55|LINDE PLC SHS (IRL)|163.01
