SETTLEMENT DATE|CUSIP|SYMBOL|QUANTITY (FAILS)|DESCRIPTION|PRICE
20200715|B38564108|EURN|1062|EURONAV NV ANTWERPEN (BELGIUM)|9.16
20200715|D1668R123|DDAIF|1000|DAIMLER AG|42.53
20200715|D18190898|DB|17368|DEUTSCHE BANK AG NAMEN AKT (DE|10.02
20200715|G0084W101|ADNT|1054|ADIENT PLC ORD SHS (IRL)|17.91
20200715|G0120M109|AGBA|39610|AGBA ACQUISITION LTD SHS|10.50
20200715|G0120M117|AGBAW|26361|AGBA ACQUISITION LTD WT EXP 05|0.56
20200715|G0120M125|AGBAR|900|AGBA ACQUISITION LTD RT 05/10/|0.20
20200715|G0232J127|ALUSU|514|ALUSSA ENERGY ACQ CORP UNIT 1 |10.40
20200715|G04415116|ANDAU|1063|ANDINA ACQ CORP III UIT CONSIS|11.85
20200715|G04415124|ANDAW|887|ANDINA ACQUISITION CORP III|0.65
20200715|G04415132|ANDAR|90|ANDINA ACQUISITION CORP III RT|0.48
20200715|G04553106|ARCE|1725|ARCO PLATFORM LTD CL A COM (CY|44.24
20200715|G05384154|AHLPRC|1112|ASPEN INSURANCE HLDGS LTD FXD/|24.99
20200715|G05384204|AHLPRE|1374|ASPEN INSURANCE HOLD LIM DEP S|23.00
20200715|G0585R106|AGO|2849|ASSURED GUARNATY LTD|23.17
20200715|G06207115|AFH|9060|ATLAS FINANCIAL HOLDINGS INC. |0.55
20200715|G0684D107|ATH|652|ATHENE HLDG LTD CL A (BMU)|31.83
20200715|G0684D305|ATHPRA|3358|ATHENE HLDG LTD DEP SHS REPSTG|24.78
20200715|G0692U109|AXS|15|AXIS CAPITAL HOLDINGS LTD|39.43
20200715|G06974102|AUIAF|6239|AURANIA RES LTD SHS (BERMUDA) |2.30
20200715|G0750W203|AXGT|7962|AXOVANT GENE THERAPIES LTD COM|3.50
20200715|G0772R208|NTB|62|BANK OF NT BUTTERFIELD & SON|24.20
20200715|G10830100|BYSI|469|BEYONDSPRING INC ORD SHS (CYM)|14.15
20200715|G1117K106|BIOXWS|300|BIOCERES CROP SOLUTIONS CORP. |0.20
20200715|G11196105|BHVN|172|BIOHAVEN PHARMACEUTICAL HLDG C|72.90
20200715|G1151C101|ACN|423|ACCENTURE PLC CL-A ORDINARY SH|219.16
20200715|G1466R207|BORR|10522|BORR DRILLING LTD SHS (BERMUDA|0.97
20200715|G14838109|MIME|7921|MIMECAST LTD ORD SHS (GBR)|41.07
20200715|G1611B107|BROG|874|BROOGE ENERGY LIMITED ORDINARY|9.28
20200715|G1611B115|BROGW|8842|BROOGE HLDGS LTD WT EXP 12/20/|0.84
20200715|G16234109|BBU|101|BROOKFIELD BUSINESS PARTNERS L|29.26
20200715|G16252101|BIP|9353|BROOKFIELD INFRASTRUCTURE PART|41.81
20200715|G16258108|BEP|102|BROOKFIELD RENEWABLE PARTNERS |51.65
20200715|G16258231|BEPPRA|356|BROOKFIELD RENEWABLE PARTNERS |24.90
20200715|G1643W103|BRLIU|7911|BRILLIANT ACQUISITION CORP UNI|10.05
20200715|G1757E113|CMCL|21542|CALEDONIA MNG CORP PLC SHS NEW|17.22
20200715|G1890L107|CPRI|305|CAPRI HLDGS LTD SHS (VGB)|15.68
20200715|G1992Y122|PCPLWS|8069|CC NEUBERGER PRIN HLDGS I WT E|1.45
20200715|G20045202|CETV|1223|CENTRAL EUROPEAN MEDIA ENTRP-A|3.88
20200715|G21082105|CYD|4000|CHINA YUCHAI INTL LTD|15.11
20200715|G2118P102|CCRC|91|CHINA CUSTOMER RELATIONS CTRS |4.65
20200715|G21513117|CCACWS|557|CITIC CAP ACQUISITION CORP|0.74
20200715|G21621100|PLIN|1072|CHINA XIANGTAI FOOD CO LTD|1.30
20200715|G21810109|CCC|1007|CLARIVATE PLC|21.87
20200715|G22707114|CCHWS|2230|COLLIER CREEK HOLDINGS WT EXP |2.85
20200715|G22707122|CCHU|70|COLLIER CREEK HLDGS UIT 1 CL A|15.00
20200715|G2519Y108|BAP|2182|CREDICORP LTD (COMM $5.00 PAR)|127.00
20200715|G25343107|CZZ|2223|COSAN LIMITED SHS A (BERMUDA) |17.01
20200715|G25839104|CCEP|307|COCA-COLA EUROPEAN PARTNERS PL|38.62
20200715|G2709G107|DLPH|1029|DELPHI TECHNOLOGIES PLC|14.76
20200715|G27358103|DESP|78|DESPEGAR.COM CORP ORD SH (VGB)|7.35
20200715|G2911D116|ESSCW|27961|EAST STONE ACQUISITION CORP|0.27
20200715|G2956M112|JFKKW|5986|8I ENTERPRISES ACQUISITION COR|0.45
20200715|G2956M120|JFKKR|51|8I ENTERPRISES ACQUISITION COR|0.39
20200715|G3R33A106|EBON|1281|EBANG INTL HLDGS INC|4.75
20200715|G3040R158|EDVMF|1|ENDEAVOUR MINING CORP SHS NEW |23.46
20200715|G30401106|ENDP|2621|ENDO INTL PLC ORD SHS (IRL)|3.37
20200715|G31249108|ESTA|700|ESTABLISHMENT LABS HLDGS INC C|15.17
20200715|G3156P103|ASA|1129|ASA GOLD AND PRECIOUS METALS L|19.10
20200715|G35947202|FLNG|1255|FLEX LNG LTD SHS NEW|5.05
20200715|G36738105|FDP|631|FRESH DEL MONTE PRODUCE(ORD)|23.22
20200715|G3682E192|FRO|35638|FRONTLINE LTD (BMU)|7.56
20200715|G3728V109|GAN|77575|GAN LTD SHS|23.58
20200715|G3729B102|FORK|1397|FULING GLOBAL INC SHS|2.06
20200715|G37585109|GLOG|6357|GASLOG LTD COMMON SHS (BERMUDA|2.75
20200715|G3770A110|GLEOWS|1300|GALILEO ACQUISITION CORP.USD W|0.52
20200715|G3933F139|GBLIL|633|GLOBAL INDTY LTD CAYMAN SUB NT|25.10
20200715|G39342103|CO|9250|GLOBAL CORD BLOOD CORP SHS (CY|3.31
20200715|G39973105|GSMG|3982|GLORY STAR NEW MEDIA GROUP LTD|3.88
20200715|G39973113|GSMGW|3152|GLORY STAR NEW MEDIA GROUP LTD|0.08
20200715|G4027R104|DNJR|3321|GOLDEN BULL LTD SHS (CYM)|1.78
20200715|G40705108|GDLC|238|GRAYSCALE DIGITAL LARGE CAP FD|6.40
20200715|G4289N114|HAPP|2985|HAPPINESS BIOTECH GROUP LTD US|2.64
20200715|G4388N106|HELE|73|HELEN OF TROY LTD-NEW-BERMUDA |204.29
20200715|G4511M108|PSV|435761|HERMITAGE OFFSHORE SVCS LTD SH|1.17
20200715|G4603R130|HCCHR|6252|HL ACQUISITIONS CORP RTS TO RE|0.85
20200715|G4705A100|ICLR|1|ICON PLC ADR|179.39
20200715|G4740B105|ICHR|39435|ICHOR HLDGS LTD SHS (CYM)|28.23
20200715|G47567105|INFO|111|IHS MARKIT LTD (BMU)|76.89
20200715|G4760X102|INDO|903|INDONESIA ENERGY CORP LTD USD |5.61
20200715|G4809J114|IGICW|1000|INTERNATIONAL GEN INS HLDGS LT|0.35
20200715|G4863A108|IGT|66040|INTERNATIONAL GAME TECHNOLOGY |10.02
20200715|G48833118|WFTLF|17035|WEATHERFORD INTL PLC ORD SHS N|1.55
20200715|G50744112|JWSWS|19661|JAWS ACQUISITION CORP. WT EXP |2.04
20200715|G51502105|JCI|111586|JOHNSON CTLS INTL PLC SHS (IRL|34.97
20200715|G52076109|KDNG|13950|KADING COMPANIES S A|0.02
20200715|G5223X100|KXIN|4077|KAIXIN AUTO HLDGS SHS (CYM)|0.82
20200715|G54050102|LAZ|8|LAZARD LTD|28.56
20200715|G5463L105|LHC|29946|LEO HLDGS CORP CL A ORD SHS (C|9.97
20200715|G5494J103|LIN|550|LINDE PLC SHS (IRL)|233.13
20200715|G5510C116|LIVKW|275|LIV CAP ACQUISITION CORP RED W|0.42
20200715|G56372116|LOACW|2583|LONGEVITY ACQUISITION CORP RED|0.27
20200715|G56372132|LOAC|235|LONGEVITY ACQUISITION CORP USD|10.67
20200715|G56981106|LKCO|3693|LUOKUNG TECHNOLOGY CORP SHS|0.75
20200715|G5753U120|MHPRA|447|MAIDEN HOLDINGS, LTD. PREF SHS|10.05
20200715|G5785G107|MNK|83308|MALLINCKRODT PUB LTD CO SHS (I|2.75
20200715|G5876H105|MRVL|3695|MARVELL TECH GROUP LTD|37.23
20200715|G6055H106|METXW|75|METEN EDTECHX ED GROUP LTD|0.52
20200715|G6095L109|APTV|141343|APTIV PLC SHS (JEY)|78.19
20200715|G6096M106|APM|383|APTORUM GROUP LTD USD CL A ORD|3.12
20200715|G6331P104|AOSL|16|ALPHA & OMEGA SEMICONDUCTOR LT|10.60
20200715|G6359F129|NBRPRA|3326|NABORS INDUSTRIES LTD PFD CONV|5.28
20200715|G6375R107|NESR|527|NATIONAL ENERGY SVCS REUNITED |6.38
20200715|G63907102|NTP|216|NAM TAI PPTY INC COM SHS (VGB)|7.35
20200715|G6455A115|NFINW|181|NETFIN ACQUISITION CORP WT EXP|1.70
20200715|G6463T106|NBAC|400|NEWBORN ACQUISITION CORP SYS (|9.99
20200715|G65773106|NAT|39672|NORDIC AMERICAN TANKERS LTD SH|4.63
20200715|G66721104|NCLH|82321|NORWEGIAN CRUISE LINE HLDGS LT|15.33
20200715|G6700G107|NVT|20009|NVENT ELEC PLC SHS (IRL)|18.62
20200715|G6769T115|ORXGF|500|ORCA EXPLORATION GROUP INC SHS|4.15
20200715|G68603128|PREPRF|206|PARTNERRE LTD. REDEEMABLE PREF|25.15
20200715|G68603144|PREPRH|314|PARTNERRE LTD RED PFD SHS SER |26.00
20200715|G68603151|PREPRI|1321|PARTNERRE LTD RED PFD SHS SER |25.61
20200715|G6891L105|PANL|396|PANGEA LOGISTICS SOLUTIONS LTD|2.11
20200715|G7S00T104|PNR|58|PENTAIR PLC|40.76
20200715|G7185A128|PTGEF|3733|PORTAGE BIOTECH INC|9.75
20200715|G72007100|PBTS|714|POWERBRIDGE TECHNOLOGIES CO LT|2.67
20200715|G7293H114|PUKPR|698|PRUDENTIAL PLC PERPETUAL SUB C|26.22
20200715|G73268107|QTNT|17783|QUOTIENT LIMITED ORDINARY SHAR|7.92
