SETTLEMENT DATE|CUSIP|SYMBOL|QUANTITY (FAILS)|DESCRIPTION|PRICE
20190301|B38564108|EURN|406|EURONAV NV ANTWERPEN (BELGIUM)|7.83
20190301|D1668R123|DDAIF|19022|DAIMLER AG|60.05
20190301|D18190898|DB|35904|DEUTSCHE BANK AG NAMEN AKT (DE|9.24
20190301|G0084W101|ADNT|1326|ADIENT PLC ORD SHS (IRL)|19.44
20190301|G0132V105|AGMH|989|AGM GROUP HLDGS INC USD CL A O|28.21
20190301|G0176J109|ALLE|377|ALLEGION PUB LTD CO (IRL)|89.96
20190301|G0177J108|AGN|160|ALLERGAN PLC ORD SHS (IRL)|137.71
20190301|G0457F107|ARCO|21682|ARCOS DORADOS HOLDINGDS INC. C|8.29
20190301|G05384154|AHLPRC|220|ASPEN INSURANCE HLDGS LTD FXD/|24.72
20190301|G10830100|BYSI|408|BEYONDSPRING INC ORD SHS (CYM)|17.88
20190301|G11196105|BHVN|5759|BIOHAVEN PHARMACEUTICAL HLDG C|43.98
20190301|G16234109|BBU|44|BROOKFIELD BUSINESS PARTNERS L|37.16
20190301|G16249107|BPY|33949|BROOKFIELD PPTY PARTNERS L P U|19.60
20190301|G16258108|BEP|20|BROOKFIELD RENEWABLE PARTNERS |30.09
20190301|G16962105|BG|1|BUNGE LIMITED|53.08
20190301|G1757E113|CMCL|67302|CALEDONIA MNG CORP PLC SHS NEW|5.32
20190301|G1991C105|CATM|137|CARDTRONICS PLC|29.51
20190301|G20045202|CETV|86|CENTRAL EUROPEAN MEDIA ENTRP-A|3.51
20190301|G2118P102|CCRC|1536|CHINA CUSTOMER RELATIONS CTRS |11.54
20190301|G2120A101|CIFS|72996|CHINA INTERNET NATIONWIDE FINL|2.24
20190301|G21612109|CLDC|1656|CHINA LENDING CORP SHS (VGB)|1.16
20190301|G2379F116|CNACW|101|CONSTELLATION ALPHA CAP CORP W|0.13
20190301|G2717B108|CWK|15589|CUSHMAN & WAKEFIELD PLC SH (GB|18.33
20190301|G27358103|DESP|113|DESPEGAR.COM CORP ORD SH (VGB)|17.99
20190301|G2788T103|DOGZ|744|DOGNESS INTL CORP CL A COM (VG|3.44
20190301|G31642104|CLPS|6085|CLPS INCORPORATION|10.01
20190301|G3165V109|ARYA|1|ARYA SCIENCES ACQUISITION CORP|9.82
20190301|G3206V100|ESTR|129|ESTRE AMBIENTAL IN SHS (CYM)|1.80
20190301|G3223R108|RE|2678|EVEREST RE GP LTD(BERM)HLDG CO|226.11
20190301|G33277107|FAMI|4470|FARMMI INC ORDINARY SHARES (CY|3.16
20190301|G33856108|GSM|4050|FERROGLOBE PLC ORD SHS (GBR)|2.75
20190301|G3402M102|FG|719|FGL HLDGS ORD SHS (CYM)|8.30
20190301|G3682E192|FRO|799|FRONTLINE LTD (BMU)|6.42
20190301|G3704F110|FFHL|625|FUWEI FILMS HOLDINGS CO LTD SH|2.03
20190301|G3788M114|EROS|12275|EROS INTL PLC ORD SHS (IMN)|9.61
20190301|G38327105|GPRK|1|GEOPARK LTD. USD SHARES (BMU) |19.19
20190301|G39108108|GTES|36|GATES INDL CORP PLC SHS (GBR) |16.10
20190301|G3922B107|G|2075|GENPACT LIMITED|33.22
20190301|G3933F121|GBLIZ|100|GLOBAL INDTY LTD CAYMAN 7.75% |25.20
20190301|G39637205|GOGL|25709|GOLDEN OCEAN GROUP LTD SHS NEW|5.00
20190301|G4027R104|DNJR|1183|GOLDEN BULL LTD SHS (CYM)|11.75
20190301|G40981121|GLACU|10|GREENLAND ACQUISITION CORP UTS|10.50
20190301|G4412G101|HLF|150|HERBALIFE NUTRITION LTD|56.10
20190301|G4481U106|HIHO|448|HIGHWAY HOLDINGS LTD|3.21
20190301|G4617B105|HZNP|1806|HORIZON PHARMA PLC ORD SHS (IR|29.01
20190301|G4705A100|ICLR|12|ICON PLC ADR|139.98
20190301|G4740B105|ICHR|89|ICHOR HLDGS LTD SHS (CYM)|20.97
20190301|G47567105|INFO|134105|IHS MARKIT LTD (BMU)|53.17
20190301|G4863A108|IGT|483|INTERNATIONAL GAME TECHNOLOGY |17.25
20190301|G4887W102|HHHHU|44|WEALTHBRIDGE ACQUISITION LTD|10.04
20190301|G50871105|JAZZ|166|JAZZ PHARMACEUTICALS PLC COM S|140.03
20190301|G51502105|JCI|330|JOHNSON CTLS INTL PLC SHS (IRL|35.27
20190301|G5269C101|KNSA|4|KINIKSA PHARMACEUTICALS LTD|17.95
20190301|G5509L101|LIVN|401|LIVANOVA PLC SHS (GBR)|93.20
20190301|G56981106|LKCO|1056|LUOKUNG TECHNOLOGY CORP SHS|8.03
20190301|G5753U120|MHPRA|132|MAIDEN HOLDINGS, LTD. PREF SHS|6.96
20190301|G5753U138|MHPRC|36|MAIDEN HLDGS LTD. PREFERENCE S|5.88
20190301|G5753U146|MHPRD|180|MAIDEN HOLDINGS LTD. PREFERRED|6.41
20190301|G5784H106|MANU|2092|MANCHESTER UTD PLC NEW|20.14
20190301|G59665102|MGTX|26755|MEIRAGTX HLDGS PLC (CYM)|16.26
20190301|G60630103|MFCB|2682|MFC BANCORP LTD USD MFC SHS (C|6.93
20190301|G6095L109|APTV|2198|APTIV PLC SHS (JEY)|83.11
20190301|G6181K106|MTC|47|MMTEC INC SHS|5.21
20190301|G6359F103|NBR|14974|NABORS INDS LTD (NEW) BERMUDA |3.24
20190301|G6359F129|NBRPRA|400|NABORS INDUSTRIES LTD PFD CONV|25.57
20190301|G64335105|NEWA|1014|NEWATER TECHNOLOGY INC. SHS (V|6.68
20190301|G6485P116|NFCU|93|NEW FRONTIER CORP UNIT 1 COM &|10.20
20190301|G6485P124|NFCWS|199|NEW FRONTIER CORP WT EXP 7/3/2|0.68
20190301|G65772207|NAO|241|NORDIC AMERN OFFSHORE LTD SHS |3.20
20190301|G65773106|NAT|3697|NORDIC AMERICAN TANKERS LTD SH|2.27
20190301|G66721104|NCLH|1125|NORWEGIAN CRUISE LINE HLDGS LT|55.53
20190301|G7114V102|PME|19|PINGTAN MARINE ENTERPRISE LTD |2.16
20190301|G7185A102|PTGEF|25000|PORTAGE BIOTECH INC. ORDINARY |0.11
20190301|G7293H114|PUKPR|400|PRUDENTIAL PLC PERPETUAL SUB C|27.03
20190301|G7306H101|PHCF|310|PUHUI WEALTH INVT MGMT CO LTD |4.10
20190301|G7415M108|RCON|3572|RECON TECHNOLOGY LTD ORD SHS (|1.01
20190301|G7498P119|RNRPRE|14|RENAISSANCERE HOLDGINGS LTD 5.|23.05
20190301|G7500A100|BIQI|453|RENMIN TIANLI GROUP INC SHS (V|2.03
20190301|G7998G106|SDRL|10233|SEADRILL LTD NEW SHS (BMU)|8.63
20190301|G80751129|SGOC|10136|SGOCO GROUP LTD SHS NEW (CYM) |1.21
20190301|G81075106|SFL|6|SHIP FINANCE INTERNATIONAL LTD|12.39
20190301|G81276100|SIG|6417|SIGNET JEWELERS LTD COM SHS|28.11
20190301|G8196D101|SG|198|SIRIUS INTL INS GROUP LTD COM |12.71
20190301|G8250R129|IPOAWS|6980|SOCIAL CAP HEDOSOPHIA HLDGS CO|0.88
20190301|G8406F102|SSLJ|326|SSLJ.COM LTDUSD CL A ORD SHS|0.47
20190301|G85158106|STNE|123536|STONECO LTD CL A (CYM)|30.41
20190301|G8708A116|TZAC|23301|TENZING ACQUISITION CORP USD O|10.04
20190301|G87110105|FTI|579569|TECHNIPFMC PLC COM (GBR)|22.29
20190301|G87264100|TGLS|1|TECNOGLASS INC COM|8.85
20190301|G8857R126|TBRGW|1000|THUNDER BRDG ACQUISITION LTD W|0.37
20190301|G88576106|THRSF|18103|Thunderbird Resorts, Inc. Ordi|0.11
20190301|G89827110|TPGHWS|300|TPG PACE HLDGS CORP WTS EXP (C|1.45
20190301|G89982113|TAT|300|TRANSATLANTIC PETROLEUM LTD OR|1.16
20190301|G9108L132|TNPPRC|924|TSAKOS ENERGY NAVIGATION LTD R|25.05
20190301|G9108L140|TNPPRD|830|TSAKOS ENERGY NAVIGATION LTD P|22.49
20190301|G9108L157|TNPPRE|2000|TSAKOS ENERGY NAVIGA (BERMUDA)|22.15
20190301|G9366W127|LTNWS|800|UNION ACQUISITION CORP|0.20
20190301|G9366W135|LTNRT|4843|UNION ACQUISITION CORP RT TO P|0.50
20190301|G9381B108|UROV|427|UROVANT SCIENCES LTD SHS|12.22
20190301|G9396G100|MYT|6752|URBAN TEA INC USD ORD SHS (VGB|1.15
20190301|G96629103|WLTW|103|WILLIS TOWERS WATSON PUB LTD C|172.02
20190301|G9892K100|ZKIN|15180|ZK INTL GROUP CO LTD SHS (VGB)|1.40
20190301|H0381L104|EARS|9739|AURIS MED HLDG AG NEW COM (CHE|0.40
20190301|H8817H100|RIG|643|TRANSOCEAN LTD (SWITZERLAND)|8.17
20190301|L00849106|AGRO|38|ADECOAGRO S A COM SHS (LUX)|7.11
20190301|L0223L101|ARD|290|ARDAGH GROUP S A CL A|13.02
20190301|L1995B107|CAAP|540|CORPORACION AMER ARPTS S A|7.91
20190301|L44385109|GLOB|56|GLOBANT S A COM SHS (LUX)|68.89
20190301|L5140P101|I|244|INTELSAT S A COM (LUX)|24.08
20190301|L6388F110|TIGO|17|MILLICOM INTL CELLULAR SA REG |60.50
20190301|L67359106|NEXA|1321|NEXA RES S A COM (LUX)|10.78
20190301|M0854Q105|ALLT|773|ALLOT LTD ORD SHS|7.38
20190301|M15332121|ATTU|7567|ATTUNITY LTD. NEW ORDINARY SHA|23.38
20190301|M15629104|BCOM|54|B COMMUNICATIONS LTD|4.60
20190301|M20791105|CAMT|199|CAMTEK LTD.|8.69
20190301|M22465104|CHKP|2626|CHECK POINT SOFTWR TECHNLS LTD|122.30
20190301|M25722105|CGEN|11130|COMPUGEN LTD|3.44
20190301|M40527109|ENTX|129|ENTERA BIO LTD SHS (ISR)|4.35
20190301|M46135105|FOMX|2176|FOAMIX PHARMACEUTICALS LTD ORD|3.32
20190301|M47238106|GLMD|925|GALMED PHARMACEUTICALS LTD. SH|8.24
20190301|M51363113|MLNX|227|MELLANOX TECHNOLOGIES, LTD ORD|107.44
20190301|M51474118|GILT|3|GILAT SATELLITE NETWORKS LTD N|9.17
20190301|M56595107|IGLD|50600|INTERNET GOLD-GOLDEN LINES LTD|0.78
20190301|M5920A109|ICL|185|ISRAEL CHEMICALS LTD (ISRAEL) |5.57
20190301|M6786D104|MAGS|200|MAGAL SECURITY SYSTEMS LTD-ORD|5.08
20190301|M69676209|MTSL|552|MER TELEMANAGEMENT SOLUTIONS L|1.73
20190301|M81865111|RDCM|40|RADCOM LTD ORD SHS|7.60
20190301|M81873107|RDWR|4|RADWARE LTD|25.11
20190301|M85548101|SSYS|342|STRATASYS LTD ORD SHS (ISRAEL)|28.46
20190301|M8737E108|TARO|4|TARO PHARMACEUTICAL INDS LTD|102.37
20190301|M8791A109|OTIV|498|ON TRACK INNOVATIONS LTD|0.80
20190301|M87915274|TSEM|154|TOWER SEMICONDUCTOR LTD ORD SH|17.93
20190301|M98068105|WIX|1533|WIX.COM LTD ORDINARY SHS|109.25
20190301|N07059210|ASML|18497|ASML HOLDING NV NY REG SHS NEW|182.87
20190301|N14506104|ESTC|72227|ELASTIC N V USD SHS (NLD)|90.56
20190301|N31738102|FCAU|1983|FIAT CHRYSLER AUTOMOBILES N V |14.73
20190301|N44821101|IFRX|254|INFLARX N V COM (NLD)|37.06
20190301|N53745100|LYB|2000|LYONDELLBASELL IND NV ORD SHS |85.52
20190301|N5749R100|MRUS|23|MERUS N V COM (NLD)|11.68
20190301|N59465109|MYL|500|MYLAN N V SHS EURO|26.39
20190301|N6596X109|NXPI|87|NXP SEMICONDUCTORS N V|91.32
20190301|N71542109|PRQR|359|PROQR THERAPEUTICS N.V. ORDINA|13.32
20190301|N90064101|QURE|100|UNIQURE N V ORD SHS (NLD)|53.99
20190301|P16994132|BLX|654|BANCO LATINOAMERICANO DE COMER|20.92
20190301|P31076105|CPA|1|COPA HOLDINGS, S.A. CL A COM (|88.17
20190301|Q49376108|IMTE|36|INTEGRATED MEDIA TECHNOLOGY LT|8.40
20190301|Q56767108|MMSDF|109304|MACARTHUR MINERALS LTD ORDINAR|0.04
20190301|Q7352P105|PNGZF|328920|PARINGA RES LTD ORD SHS (AUS) |0.12
20190301|Y0017S102|ANWWQ|900|AEGEAN MARINE PETROLEUM NETWOR|0.04
20190301|Y11082107|CPLP|2000|CAPITAL PRODUCT PARTNERS L P (|2.28
20190301|Y1771G110|CMREPRB|1138|COSTAMARE INC PER PFD STK SER |22.65
20190301|Y1771G136|CMREPRD|714|COSTAMARE INC PER PFD SER D (M|24.50
20190301|Y1968P105|DAC|1|DANAOS CORPORATION COM STK (MA|1.10
20190301|Y2065G121|DHT|2413|DHT HOLDING, INC NEW|4.32
20190301|Y2066G104|DSX|1653|DIANA SHIPPING INC.|2.63
20190301|Y2069P507|DCIX|4118|DIANA CONTAINERSHIPS INC SHS P|0.78
20190301|Y2106R110|LPG|338|DORIAN LPG LTD COM STK (MHL)|5.90
20190301|Y2109Q705|DRYS|630|DRYSHIPS INC COM PAR NEW (MHL)|5.10
20190301|Y2188B108|DLNG|2876|DYNAGAS LNG PARTNERS LP COM UN|2.50
20190301|Y23508107|EDRY|498|EURODRY LTD|7.45
20190301|Y2687W108|GLOP|174|GASLOG PARTNERS LP UNIT LTD PA|22.10
20190301|Y2687W116|GLOPPRA|223|GASLOG PARTNERS LP (MARSHALL I|25.15
20190301|Y27183105|GSL|550|GLOBAL SHIP LEASE, INC. COM CL|0.78
20190301|Y27265407|GLBS|1772|GLOBUS MARITIME LIMITED COM (M|3.28
20190301|Y28895103|GRIN|186|GRINDROD SHIPPING HLDGS LTD SH|5.80
20190301|Y3262R100|HMLP|170|HOEGH LNG PARTNERS LP COM UIT |17.83
20190301|Y37828111|HUNT|353|HUNTER MARITIME ACQUISITION CO|10.40
20190301|Y37828129|HUNTW|100|HUNTER MARITIME ACQUISITION CO|0.10
20190301|Y46717107|KEN|122|KENON HLDGS LTD ORD SHS (SGP) |18.75
20190301|Y62159143|NNA|1068|NAVIOS MARITIME ACQUISITION CO|6.69
20190301|Y62197119|NM|5535|NAVIOS MARITIME HOLDINGS INC C|1.86
20190301|Y7388L103|SB|62|SAFE BULKERS INC COM STK (MH) |1.50
20190301|Y7388L129|SBPRC|34|SAFE BULKERS, INC CUM RED PERP|20.03
20190301|Y7545W109|SDLP|323|SEADRILL PARTNERS LLC COM UNIT|1.04
20190301|Y7546A122|SALT|99|SCORPIO BULKERS INC COM STK (M|4.24
20190301|Y75638109|SSW|2457|SEASPAN CORPORATION COM SHS (M|8.80
20190301|Y75638133|SSWPRE|18|SEASPAN CORP CUM REDEEMABLE PE|24.10
20190301|Y75638141|SSWPRI|492|SEASPAN CORP FIXED/FLTG PERP P|24.71
20190301|Y75638208|SSWPRD|487|SEASPAN CORP CUMULATIVE REDEEM|23.84
20190301|Y8564W103|TK|1525|TEEKAY CORPORATION (MARSHALL I|4.10
20190301|Y8565J101|TOO|242|TEEKAY OFFSHORE PARTNERS LP CO|1.22
20190301|Y8897Y800|TOPS|6132|TOP SHIPS INC SHS NEW 2018 (MH|0.83
20190301|Y95308105|WVE|192|WAVE LIFE SCIENCES LTD ORD SHS|41.93
20190301|000307108|AAC|12638|AAC HLDGS INC COM STK (NV)|2.55
20190301|000360206|AAON|3999|AAON INC|39.86
20190301|00037T103|AAPJ|305|AAP, INC. COMMON STOCK|0.09
20190301|000375204|ABB|933|ABB LTD ADS ( 1 REG SHS)|19.71
20190301|000380105|ABCZY|210|ABCAM PLC UNSPON ADR (UK)|17.62
20190301|00081T108|ACCO|931|ACCO BRANDS CORPORATION|9.30
20190301|00089H106|ACSAY|3|ACS Actividades De Construccio|8.81
20190301|000899104|ADMA|14910|ADMA BIOLOGICS INC COM|4.09
20190301|00090Q103|ADT|19136|ADT INC DEL|8.00
20190301|00108J109|ACMR|706|ACM RESH INC CL A|11.35
20190301|001084102|AGCO|10|AGCO CORP|67.58
20190301|00109C103|ASGLY|8034|AGC INC (JAPAN)|6.93
20190301|001201201|AGLXY|15732|AGL ENERGY LTD (AUSTRALIA)|15.10
20190301|00123Q104|AGNC|12166|AGNC INVT CORP COM|17.65
20190301|001430107|AISSF|500|AIS RES LTD COM (BHS)|0.05
20190301|001547108|AKS|177459|AK STEEL HOLDING CORP|3.02
20190301|00162Q205|EQL|60|ALPS ETF TR EQUAL SECTOR WEIGH|71.02
20190301|00162Q460|ACES|7497|ALPS ETF TR CLEAN ENERGY ETF|27.24
20190301|00162Q536|RFCI|805|ALPS ETF TR RIVERFRONT DYNAMIC|24.02
20190301|00162Q585|SGDJ|55|ALPS ETF TR SPROTT JUNIOR GOLD|28.35
20190301|00162Q643|SGDM|1|ALPS ETF SPROTT GOLD MINERS ET|19.42
20190301|00162Q650|EQLT|9|ALPS ETF TR WORKPLACE EQUALITY|36.54
20190301|00162Q718|IDOG|17580|ALPS ETF TR INTL SECTOR DIVID |26.35
20190301|00164V103|AMCX|21060|AMC NETWORKS INC CLASS A COM|65.71
20190301|00165C104|AMC|5280|AMC ENTMT HLDGS INC CL A COM S|14.03
20190301|00175J107|POWW|9432|AMMO INC|3.30
20190301|00181T107|AMRK|9|A-MARK PRECIOUS METALS, INC CO|12.55
20190301|00182C103|ANIP|106|ANI PHARMACEUTICALS INC|65.79
20190301|00183L102|ANGI|12100|HOMESERVICES INC. CLASS A COMM|16.42
20190301|00191G103|ARC|300|ARC DOCUMENT SOLUTIONS INC COM|2.37
20190301|00212E103|ASXFY|17250|ASX Ltd Unsponsored ADR (Austr|49.56
20190301|00212G108|ASMVY|1879|Asm Pacific Technology Ltd Uns|31.85
20190301|00212V105|ASOMY|258|ASOS PLC UNSPON ADR (UK)|42.77
20190301|00214Q104|ARKK|465|ARK ETF TR INNOVATION ETF (DE)|46.56
20190301|00214Q203|ARKQ|1436|ARK ETF TR INDL INNOVATION ETF|35.28
20190301|00214Q302|ARKG|5414|ARK ETF TR GENOMIC REVOLUTION |30.78
20190301|00214Q401|ARKW|833|ARK ETF TR WEB X.0 ETF (DE)|51.94
20190301|00214Q609|IZRL|189|ARK ETF TR ISREAL INNOVATIVE T|21.75
20190301|00214Q708|ARKF|37087|ARK ETF TR FINTECH INNOVATION |21.21
20190301|00215F107|ATNI|485|ATN INTL INC COM|56.13
20190301|002255107|AUO|4489|AU OPTRONICS CP ADS (10 COM)|3.64
20190301|00241Q309|AVOP|3229|AV1 GROUP INC COM|0.03
20190301|00246W103|AXTI|126|AXT INC|4.46
20190301|002535300|AAN|4564|AARON'S INC COM STK|54.29
20190301|00287V303|ABCE|12178|ABCO ENERGY INC COM PAR $0.001|0.02
20190301|00289Y107|ABEO|4770|ABEONA THERAPEUTICS INC|7.02
20190301|002896207|ANF|25|ABERCROMBIE & FITCH CO CL-A|21.95
20190301|003011103|IAF|917|ABERDEEN AUSTRALIA EQUITY FUND|5.46
20190301|003013109|FCO|84|ABERDEEN GLOBAL INCOME FUND IN|8.11
20190301|003057106|ACP|4|ABERDEEN INCOME CR STRATEGIES |11.87
20190301|00326L100|AOD|1458|ABERDEEN TOTAL DYNAMIC DIVID F|8.30
20190301|003261203|BCD|37|ABERDEEN STD INVTS BLOOMBERG A|24.63
20190301|003262102|PALL|18365|ABERDEEN STD PALLADIUM ETF TR |146.38
20190301|003263100|GLTR|1698|ABERDEEN STD PRECIOUS METALS B|65.93
20190301|003725306|ABTZY|311|ABOITIZ EQUITY VENTURES INC. U|14.10
20190301|003793106|ABBRF|3700|ABRAPLATA RESOURCE C (CANADA) |0.05
20190301|003830106|AXAS|800|ABRAXAS PETROLEUM CORP.|1.25
20190301|00389L104|ACCA|5975|ACACIA DIVERSIFIED HLDGS INC|0.12
20190301|00400R304|WBIC|50000|ABSOLUTE SHS TR|20.86
20190301|00400R700|WBIG|50000|ABSOLUTE SHS TR WBI BULLBEAR Y|24.44
20190301|00400R858|WBIY|5582|ABSOLUTE SHS TR WBI PWR FACTOR|25.04
20190301|00400R882|WBIH|100997|ABSOLUTE SHS TR WBI BULLBEAR G|22.67
20190301|00400T102|AGRPY|1876|ABSA GROUP LTD (SOUTH AFRICA) |26.48
20190301|00401C108|ACIA|31176|ACACIA COMMUNICATIONS INC COM |53.35
20190301|00404A109|ACHC|1|ACADIA HEALTHCARE CO INC COM S|26.29
20190301|004225108|ACAD|18645|ACADIA PHARMACEUTICALS INC|26.50
20190301|004285201|ACAMU|2105|ACAMAR PARTNERS ACQ|10.00
20190301|00430H102|AXDX|84555|ACCELERATE DIAGNOSTICS INC STK|21.38
20190301|00430K402|ACST|7705|ACASTI PHARMA INC CL A SHS (CD|1.08
20190301|00434H108|XLRN|100|ACCELERON PHARMA INC|44.04
20190301|00444P108|ACER|44|ACER THERAPEUTICS INC. COMMON |23.70
20190301|004446100|ACET|112900|ACETO CORP|0.23
20190301|004468203|ACHV|27627|ACHIEVE LIFE SCIENCE INC COM N|2.45
20190301|004854204|ATV|282|ACORN INTERNATIONAL, INC. ADS |28.75
20190301|00489Y402|ACRGF|21481|ACREAGE HLDGS INC COM SUB VTG(|19.66
20190301|00507W107|ATNM|172203|ACTINIUM PHARMACEUTICALS, INC.|0.59
20190301|00508X203|ATU|77|ACTUANT CORP (NEW)|24.45
20190301|005098108|GOLF|493|ACUSHNET HLDGS CORP COM (DE)|24.91
20190301|00547W208|ADMP|8092|ADAMIS PHARMACEUTICALS CORP CO|2.96
20190301|006743306|AEY|91|ADDVANTAGE TECHNOLOGIES GR INC|1.37
20190301|00687D101|IOTS|19|ADESTO TECHNOLOGIES CORP COM (|5.88
20190301|00688A106|ADIL|37277|ADIAL PHARMACEUTICALS INC COM |3.61
20190301|00688A114|ADILW|1926|ADIAL PHARMACEUTICALS INC WT P|0.45
20190301|007192107|AMIGY|767|ADMIRAL GROUP PLC, CARDIFF UNS|28.54
