SETTLEMENT DATE|CUSIP|SYMBOL|QUANTITY (FAILS)|DESCRIPTION|PRICE
20200102|B38564108|EURN|465894|EURONAV NV ANTWERPEN (BELGIUM)|12.54
20200102|G0080J104|ACTT|18022|ACT II GLOBAL ACQUISITION CORP|10.11
20200102|G01125106|AFYA|70|AFYA LTD CL A COM|27.12
20200102|G0120M109|AGBA|97|AGBA ACQUISITION LTD SHS|10.10
20200102|G0129K104|AYR|139|AIRCASTLE LIMITED COM|32.01
20200102|G0132V105|AGMH|2307|AGM GROUP HLDGS INC USD CL A O|16.50
20200102|G0250X107|AMCR|84|AMCOR PLC ORD USD0.01 (JEY)|10.84
20200102|G0335L201|RYCE|4430|AMIRA NATURE FOODS LTD SHS NEW|7.95
20200102|G0450A105|ACGL|12756|ARCH CAPITAL GROUP LTD|42.89
20200102|G0464B107|ARGO|550|ARGO GROUP INTERNATIONAL HOLDI|65.75
20200102|G0473C104|JJAQF|673804|API GROUP CORP SHS (VGB)|10.55
20200102|G05384154|AHLPRC|30|ASPEN INSURANCE HLDGS LTD FXD/|27.86
20200102|G0602B100|ATIF|3270|ATIF HLDGS LTD USD ORD SHS|1.95
20200102|G06974102|AUIAF|44914|AURANIA RES LTD SHS (BERMUDA) |3.17
20200102|G0751N103|AY|445|ATLANTICA YIELD PLC SHS (GBR) |26.39
20200102|G11196105|BHVN|4058|BIOHAVEN PHARMACEUTICAL HLDG C|54.44
20200102|G1151C101|ACN|1|ACCENTURE PLC CL-A ORDINARY SH|210.57
20200102|G1466R207|BORR|20|BORR DRILLING LTD SHS (BERMUDA|9.05
20200102|G1611B107|BROG|4338|BROOGE HLDGS LTD SHS (CYM)|8.76
20200102|G16249107|BPY|14625|BROOKFIELD PPTY PARTNERS L P U|18.28
20200102|G16252101|BIP|1098|BROOKFIELD INFRASTRUCTURE PART|49.99
20200102|G1757E113|CMCL|17961|CALEDONIA MNG CORP PLC SHS NEW|8.42
20200102|G1890L107|CPRI|610|CAPRI HLDGS LTD SHS (VGB)|38.15
20200102|G1992S109|CISN|2865|CISION LTD|9.97
20200102|G2113X134|CCCL|5121|CHINA CERAMICS CO LTD USD SHS |0.68
20200102|G2120A101|CIFS|2200|CHINA INTERNET NATIONWIDE FINL|1.12
20200102|G2143T103|CMPR|2947|CIMPRESS PLC SHS EURO (IRL)|125.77
20200102|G2519Y108|BAP|39|CREDICORP LTD (COMM $5.00 PAR)|213.13
20200102|G25839104|CCEP|766|COCA-COLA EUROPEAN PARTNERS PL|50.88
20200102|G29183103|ETN|6793|EATON CORP PLC (IRL)|94.72
20200102|G2956M112|JFKKW|9053|8I ENTERPRISES ACQUISITION COR|0.35
20200102|G2956M120|JFKKR|9053|8I ENTERPRISES ACQUISITION COR|0.38
20200102|G31249108|ESTA|942|ESTABLISHMENT LABS HLDGS INC C|27.66
20200102|G3362K112|FLLC|390|FELLAZO INC. USD ORD SHS (CYM)|9.96
20200102|G3362K120|FLLCW|1100|FELLAZO INC. USD RED WTS TO PU|0.05
20200102|G3402M102|FG|3384|FGL HLDGS ORD SHS (CYM)|10.65
20200102|G35947202|FLNG|10676|FLEX LNG LTD SHS NEW|10.90
20200102|G36738105|FDP|200|FRESH DEL MONTE PRODUCE(ORD)|34.98
20200102|G3704F110|FFHL|1595|FUWEI FILMS HOLDINGS CO LTD SH|2.80
20200102|G3788M114|EROS|2954|EROS INTL PLC ORD SHS (IMN)|3.39
20200102|G39108108|GTES|73|GATES INDL CORP PLC SHS (GBR) |13.76
20200102|G4418R101|HEBT|31|HEBRON TECHNOLOGY CO LTD CLASS|5.80
20200102|G4474Y214|JHG|2000|HENDERSON GROUP PLC ORD SHS (J|24.45
20200102|G4511M108|PSV|6985|HERMITAGE OFFSHORE SVCS LTD SH|1.02
20200102|G45667105|HOLI|33374|HOLLYSYS AUTOMATION TECHNOLOGI|16.41
20200102|G4603R122|HCCHW|2690|HL ACQUISITIONS CORP WT TO PUR|0.35
20200102|G47791101|IR|149|INGERSOLL-RAND PLC ORD SHS (IR|132.92
20200102|G4863A108|IGT|2714|INTERNATIONAL GAME TECHNOLOGY |14.97
20200102|G48833118|WFTLF|1454|WEATHERFORD INTL PLC ORD SHS N|27.95
20200102|G48833126|3126REORGPAY|36|WEATHERFORD INTL PLC WT EXP (I|0.01
20200102|G5223X100|KXIN|193|KAIXIN AUTO HLDGS SHS (CYM)|1.89
20200102|G5259K105|KDOZF|37623|KIDOZ INC SHS (ANGUILLA)|0.20
20200102|G5463L105|LHC|300|LEO HLDGS CORP CL A ORD SHS (C|10.34
20200102|G5478K100|LLIT|369|LIANLUO SMART LTD SHS (VGB)|0.33
20200102|G5494J103|LIN|1603|LINDE PLC SHS (IRL)|212.90
20200102|G56372116|LOACW|660|LONGEVITY ACQUISITION CORP RED|0.08
20200102|G5753U146|MHPRD|286|MAIDEN HOLDINGS LTD. PREFERRED|6.91
20200102|G5785G107|MNK|679|MALLINCKRODT PUB LTD CO SHS (I|3.49
20200102|G5876H105|MRVL|63549|MARVELL TECH GROUP LTD|26.56
20200102|G6S41R101|OSMT|1099|OSMOTICA PHARMACEUTICALS PLC|6.99
20200102|G6095L109|APTV|21|APTIV PLC SHS (JEY)|94.97
20200102|G6331P104|AOSL|17|ALPHA & OMEGA SEMICONDUCTOR LT|13.62
20200102|G6333L101|ITRM|3214|ITERUM THERAPEUTICS LTD|4.50
20200102|G6359F129|NBRPRA|2207|NABORS INDUSTRIES LTD PFD CONV|22.59
20200102|G637AM102|MYOV|5246|MYOVANT SCIENCES LTD COM (BMU)|15.52
20200102|G6461G106|NFH|460|NEW FRONTIER HEALTH CORP SHS (|10.00
20200102|G6461G114|NFHWS|5000|NEW FRONTIER HEALTH CORP WT EX|1.53
20200102|G6674U108|NVCR|49|NOVOCURE LTD ORD SHS (JEY)|84.27
20200102|G68603136|PREPRG|1314|PARTNERRE LTD|26.38
20200102|G68707101|PAGS|21|PAGSEGURO DIGITAL LTD|34.16
20200102|G7415M124|RCON|1|RECON TECHNOLOGY LTD ORD SHS N|2.30
20200102|G7457R122|RBZ|59445|REEBONZ HLDG LTD UDS ORD SHS N|1.17
20200102|G7496G103|RNR|35|RENAISSANCERE HOLDINGS LTD|196.02
20200102|G7777C102|SROYF|9000|SAILFISH RTY CORP SHS (VGB)|0.69
20200102|G78516302|SCPEU|1000|SC HEALTH CORPUNIT 1 CL A & 1/|10.37
20200102|G7998G106|SDRL|58215|SEADRILL LTD NEW SHS (BMU)|2.54
20200102|G80475109|SQZZF|105|SERICA ENERGY PLC (UK)|0.75
20200102|G80751129|SGOC|2829|SGOCO GROUP LTD SHS NEW (CYM) |0.90
20200102|G8675X107|TANH|4231|TANTECH HLDGS LTD COM STK (VGB|1.81
20200102|G8789K124|ABILF|18673|ABILITY INC SHS NEW (CYM)|0.32
20200102|G8857S108|THBRW|500|THUNDER BRDG ACQUISITION II LT|0.90
20200102|G8857S116|THBR|100|THUNDER BRDG ACQUISITION II LT|9.95
20200102|G88950103|TKKS|38|TKK SYMPHONY ACQUISITION CORP |10.27
20200102|G89982113|TAT|830|TRANSATLANTIC PETROLEUM LTD OR|0.49
20200102|G9108L157|TNPPRE|1340|TSAKOS ENERGY NAVIGA (BERMUDA)|23.53
20200102|G9376R100|VVPR|1196|VIVOPOWER INTERNATIONAL PLC SH|1.04
20200102|G9381B108|UROV|98|UROVANT SCIENCES LTD SHS|15.51
20200102|G9396G100|MYT|968|URBAN TEA INC USD ORD SHS (VGB|0.65
20200102|G9402V109|VAL|63055|VALARIS PLC SHS CL A (GBR)|6.56
20200102|G97822103|PRGO|205|PERRIGO COMPANY PLC (IRL)|51.66
20200102|G98239109|XP|274|XP INC CL A (CYM)|38.52
20200102|H01301128|ALC|2700|ALCON INC. ORDINARY SHARES (CH|56.57
20200102|H1467J104|CB|37|CHUBB LTD COM|155.66
20200102|H42097107|UBS|1800|UBS GROUP AG ORD SHS (CHE)|12.58
20200102|H8817H100|RIG|476055|TRANSOCEAN LTD (SWITZERLAND)|6.88
20200102|L0164E108|SONG|822|AKAZOO S A SHS EURO|5.27
20200102|L6388F110|TIGO|5929|MILLICOM INTL CELLULAR SA REG |48.23
20200102|L7257P205|PACD|543|PACIFIC DRILLING S.A., LUXEMBO|4.08
20200102|M2361E203|CHEK|250|CHECK-CAP LTD ORD SHS (ISR)|1.72
20200102|M25722105|CGEN|341|COMPUGEN LTD|5.96
20200102|M2682V108|CYBR|364|CYBERARK SOFTWARE LTD. ORDINAR|116.58
20200102|M37605124|EMITF|100|ELBIT IMAGING LTD SHS NEW NO P|1.12
20200102|M4R82T106|FVRR|50053|FIVERR INTL LTD ORD SHS (ISR) |23.50
20200102|M47238106|GLMD|1308|GALMED PHARMACEUTICALS LTD. SH|5.78
20200102|M52514102|HAIPF|50|HADERA PAPER LTD SHS (ISRAEL) |42.81
20200102|M5425M103|INMD|40855|INMODE LTD SHS|39.20
20200102|M56595149|IGLDF|40|INTERNET GOLD-GOLDEN LINES LTD|8.56
20200102|M5920A109|ICL|5972|ISRAEL CHEMICALS LTD (ISRAEL) |4.79
20200102|M6158M104|ITRN|382|ITURAN LOCATION & CONTROL LTD |25.13
20200102|M6372Q113|KRNT|11382|KORNIT DIGITAL LTD ORD SHS (IS|34.23
20200102|M6786D104|MAGS|103|MAGAL SECURITY SYSTEMS LTD-ORD|3.75
20200102|M68830104|MDWD|830|MEDIWOUND LTD ORD SHS|3.10
20200102|M7516K103|NVMI|100|NOVA MEASURING INSTRUMENTS LTD|37.83
20200102|M81867109|RDVWF|49900|RADVIEW SOFTWARE LTD|.
20200102|M85548101|SSYS|3095|STRATASYS LTD ORD SHS (ISRAEL)|20.23
20200102|N07059210|ASML|564|ASML HOLDING NV NY REG SHS NEW|295.94
20200102|N14506104|ESTC|16337|ELASTIC N V USD SHS (NLD)|64.30
20200102|N22717107|CLB|493|CORE LABS N.V.|37.67
20200102|N33462107|FI|595|FRANKS INTERNATIONAL N.V. COM |5.17
20200102|N43837108|ICTSF|74|ICTS INTERNATIONAL NV|2.98
20200102|N47279109|INXN|3638|INTERXION HOLDING N.V ORD SHS |83.81
20200102|N72482123|QGEN|94|QIAGEN NV|33.80
20200102|N96617118|WMGI|21176|WRIGHT MED GROUP N V ORD SHS P|30.48
20200102|P5626F128|IFS|346|INTERCORP FINL SVCS INC COM|41.30
20200102|P73684105|OSWWF|100|ONESPAWORLD HLDGS LTD WT EXP 0|5.84
