SETTLEMENT DATE|CUSIP|SYMBOL|QUANTITY (FAILS)|DESCRIPTION|PRICE
20190501|B38564108|EURN|6288|EURONAV NV ANTWERPEN (BELGIUM)|9.38
20190501|D1668R123|DDAIF|56|DAIMLER AG|65.74
20190501|D18190898|DB|5568|DEUTSCHE BANK AG NAMEN AKT (DE|8.28
20190501|G0084W101|ADNT|100|ADIENT PLC ORD SHS (IRL)|23.10
20190501|G0129K104|AYR|192|AIRCASTLE LIMITED COM|19.92
20190501|G0177J108|AGN|4946|ALLERGAN PLC ORD SHS (IRL)|147.00
20190501|G037AX101|AMBA|650|AMBARELLA, INC ORD SHS|50.12
20190501|G06207123|AFHBL|3057|ATLAS FINL HLDGS INC 6.625%SR |11.98
20190501|G06242104|TEAM|39713|ATLASSIAN CORP PLC CLA (GBR)|110.15
20190501|G0684D107|ATH|4805|ATHENE HLDG LTD CL A (BMU)|45.16
20190501|G0692U109|AXS|141|AXIS CAPITAL HOLDINGS LTD|56.85
20190501|G0692U117|AXSPRD|990|AXIS CAPITAL HLDGS LTD PFD SR |24.47
20190501|G0750C108|AXTA|608|AXALTA COATING SYS LTD COM SHS|26.98
20190501|G0750W104|AXGT|4436|AXOVANT GENE THERAPIES LTD COM|1.10
20190501|G10830100|BYSI|805|BEYONDSPRING INC ORD SHS (CYM)|15.00
20190501|G1288E103|BIQI|112|BIQI INTL HLDGS CORP USD COMMO|1.59
20190501|G16234109|BBU|575|BROOKFIELD BUSINESS PARTNERS L|38.80
20190501|G16249107|BPY|14850|BROOKFIELD PPTY PARTNERS L P U|20.87
20190501|G16258108|BEP|270|BROOKFIELD RENEWABLE PARTNERS |31.52
20190501|G1757E113|CMCL|41122|CALEDONIA MNG CORP PLC SHS NEW|5.80
20190501|G1890L107|CPRI|239|CAPRI HLDGS LTD SHS (VGB)|44.08
20190501|G18920101|CIC|614|CAPITOL INVT CORP IV USD CL A |10.31
20190501|G1899E146|CUPUF|125|CARIBBEAN UTILITIES LTD CL-A|15.97
20190501|G1991C105|CATM|2808|CARDTRONICS PLC|35.76
20190501|G21082105|CYD|80|CHINA YUCHAI INTL LTD|16.65
20190501|G2110U109|CHNR|161|CHINA NATURAL RESOURCES, INC|1.86
20190501|G2120A101|CIFS|24557|CHINA INTERNET NATIONWIDE FINL|2.62
20190501|G21515104|CBPO|1042|CHINA BIOLOGIC PRODS HLDGS INC|100.26
20190501|G2161P108|SXTC|50|CHINA SXT PHARMACEUTICALS INC |5.22
20190501|G21612109|CLDC|2237|CHINA LENDING CORP SHS (VGB)|1.13
20190501|G2345N102|CMSS|17981|CM SEVEN STAR ACQUISITION CORP|4.99
20190501|G2345N136|CMSSR|2145|CM SEVEN STAR ACQUISITION CORP|0.30
20190501|G23773107|CWCO|252|CONSOLIDATED WATER CO., INC.|12.66
20190501|G2379F116|CNACW|22081|CONSTELLATION ALPHA CAP CORP W|0.09
20190501|G2519Y108|BAP|2438|CREDICORP LTD (COMM $5.00 PAR)|236.90
20190501|G25343107|CZZ|510|COSAN LIMITED SHS A (BERMUDA) |12.22
20190501|G25839104|CCEP|2383|COCA-COLA EUROPEAN PARTNERS PL|53.59
20190501|G2788T103|DOGZ|30011|DOGNESS INTL CORP CL A COM (VG|3.45
20190501|G28365107|LYL|255|DRAGON VICTORY INTL LTD SHS (C|1.42
20190501|G30401106|ENDP|7308|ENDO INTL PLC ORD SHS (IRL)|7.50
20190501|G31249108|ESTA|256|ESTABLISHMENT LABS HLDGS INC C|25.13
20190501|G3156P103|ASA|13|ASA GOLD AND PRECIOUS METALS L|9.56
20190501|G3166L100|ESV|349|ENSCO ROWAN PLC CL A (GBR)|13.97
20190501|G3206V100|ESTR|29|ESTRE AMBIENTAL IN SHS (CYM)|1.35
20190501|G33277107|FAMI|810|FARMMI INC ORDINARY SHARES (CY|2.27
20190501|G33856108|GSM|942|FERROGLOBE PLC ORD SHS (GBR)|2.15
20190501|G35006108|ALAC|24336|ALBERTON ACQCORP USD ORD SHS|10.03
20190501|G36738105|FDP|1924|FRESH DEL MONTE PRODUCE(ORD)|29.51
20190501|G3704F110|FFHL|90|FUWEI FILMS HOLDINGS CO LTD SH|2.40
20190501|G39108108|GTES|291|GATES INDL CORP PLC SHS (GBR) |16.08
20190501|G3933F121|GBLIZ|514|GLOBAL INDTY LTD CAYMAN 7.75% |25.13
20190501|G39637205|GOGL|36382|GOLDEN OCEAN GROUP LTD SHS NEW|5.96
20190501|G4412G101|HLF|100|HERBALIFE NUTRITION LTD|52.85
20190501|G4481U106|HIHO|30|HIGHWAY HOLDINGS LTD|3.02
20190501|G47791101|IR|145|INGERSOLL-RAND PLC ORD SHS (IR|122.61
20190501|G4863A108|IGT|423663|INTERNATIONAL GAME TECHNOLOGY |14.63
20190501|G4887W128|HHHHW|9619|WEALTHBRIDGE ACQUISITION LTD|0.09
20190501|G491BT108|IVZ|9166|INVESCO LTD (NEW)|21.97
20190501|G5269C101|KNSA|3|KINIKSA PHARMACEUTICALS LTD|14.93
20190501|G5463L113|LHCWS|4664|LEO HLDGS CORP WT EXP|1.52
20190501|G5480U104|LBTYA|51|LIBERTY GLOBAL PLC SHS CL A|27.01
20190501|G56372116|LOACW|100|LONGEVITY ACQUISITION CORP RED|0.10
20190501|G5698W116|LXFR|243|LUXFER HOLDINGS PLC SHS (GBR) |24.01
20190501|G57279104|LXFT|7|LUXOFT HLDG INC ORD SHS|58.42
