SETTLEMENT DATE|CUSIP|SYMBOL|QUANTITY (FAILS)|DESCRIPTION|PRICE
20191001|B38564108|EURN|853|EURONAV NV ANTWERPEN (BELGIUM)|9.20
20191001|D18190898|DB|142430|DEUTSCHE BANK AG NAMEN AKT (DE|7.50
20191001|G0080J112|ACTTU|307|ACT II GLOBAL ACQ CORP USD UIT|10.40
20191001|G01125106|AFYA|106|AFYA LTD CL A COM|25.64
20191001|G0177J108|AGN|819|ALLERGAN PLC ORD SHS (IRL)|168.29
20191001|G037AX101|AMBA|200|AMBARELLA, INC ORD SHS|62.84
20191001|G04415132|ANDAR|100|ANDINA ACQUISITION CORP III RT|0.31
20191001|G05384154|AHLPRC|458|ASPEN INSURANCE HLDGS LTD FXD/|28.25
20191001|G06207115|AFH|4946|ATLAS FINANCIAL HOLDINGS INC. |0.38
20191001|G0692U109|AXS|248|AXIS CAPITAL HOLDINGS LTD|66.72
20191001|G0750W203|AXGT|414|AXOVANT GENE THERAPIES LTD COM|6.46
20191001|G1117K114|BIOX|995|BIOCERES CROP SOLUTIONS CORP. |6.45
20191001|G1466R207|BORR|331|BORR DRILLING LTD SHS (BERMUDA|5.14
20191001|G16249107|BPY|216|BROOKFIELD PPTY PARTNERS L P U|20.30
20191001|G16962105|BG|2066|BUNGE LIMITED|56.62
20191001|G1757E113|CMCL|18523|CALEDONIA MNG CORP PLC SHS NEW|6.75
20191001|G17766109|CMBM|50|CAMBIUM NETWORKS CORP SHS (CYM|9.70
20191001|G1890L107|CPRI|2000|CAPRI HLDGS LTD SHS (VGB)|33.16
20191001|G2110U109|CHNR|1188|CHINA NATURAL RESOURCES, INC|1.78
20191001|G21125102|CNWHF|11021|CHINA NETWORKS INTL HLDGS LTD |1.20
20191001|G2118P102|CCRC|2878|CHINA CUSTOMER RELATIONS CTRS |15.99
20191001|G21515104|CBPO|4293|CHINA BIOLOGIC PRODS HLDGS INC|114.47
20191001|G22707106|CCH|210|COLLIER CREEK HOLDINGS CLASS A|10.19
20191001|G22707122|CCHU|197|COLLIER CREEK HLDGS UIT 1 CL A|10.70
20191001|G23773107|CWCO|12|CONSOLIDATED WATER CO., INC.|16.49
20191001|G2519Y108|BAP|237|CREDICORP LTD (COMM $5.00 PAR)|208.44
20191001|G25839104|CCEP|756|COCA-COLA EUROPEAN PARTNERS PL|55.45
20191001|G2692M111|DDMXW|1100|DD3 ACQUISITION CORP WT EXP|0.34
20191001|G2717B108|CWK|89|CUSHMAN & WAKEFIELD PLC SH (GB|18.53
20191001|G3040R158|EDVMF|7614|ENDEAVOUR MINING CORP SHS NEW |19.14
20191001|G30401106|ENDP|11404|ENDO INTL PLC ORD SHS (IRL)|3.21
20191001|G31642104|CLPS|230|CLPS INCORPORATION|5.08
20191001|G3165V109|ARYA|26057|ARYA SCIENCES ACQUISITION CORP|10.31
20191001|G3165V125|ARYAW|1314|ARYA SCIENCES ACQUISITION CORP|1.52
20191001|G3198U102|ESNT|330|ESSENT GROUP LTD COM SHS (BMU)|47.67
20191001|G35006108|ALAC|44|ALBERTON ACQCORP USD ORD SHS|10.25
20191001|G35006124|ALACW|76100|ALBERTON ACQUISITION CORP WT 0|0.11
20191001|G35006132|ALACR|1681|ALBERTON ACQU CORP RTS 04/10/2|0.25
20191001|G36738105|FDP|7668|FRESH DEL MONTE PRODUCE(ORD)|34.11
20191001|G3729B102|FORK|335|FULING GLOBAL INC SHS|2.72
20191001|G39108108|GTES|3916|GATES INDL CORP PLC SHS (GBR) |10.07
20191001|G4027R104|DNJR|2776|GOLDEN BULL LTD SHS (CYM)|0.49
20191001|G4095J109|GLRE|36|GREENLIGHT CAPITAL RE LTD CL A|10.50
20191001|G40981105|GLACW|2415|GREENLAND ACQUISITION CORP|0.18
20191001|G40981113|GLACR|5123|GREENLAND ACQUISITION CORP|0.60
20191001|G40981121|GLACU|3887|GREENLAND ACQUISITION CORP UTS|11.10
20191001|G40981139|GLAC|2811|GREENLAND ACQUISITION CORP|10.34
20191001|G4412G101|HLF|943|HERBALIFE NUTRITION LTD|37.86
20191001|G4418R101|HEBT|11432|HEBRON TECHNOLOGY CO LTD CLASS|4.50
20191001|G4481U106|HIHO|1|HIGHWAY HOLDINGS LTD|1.73
20191001|G45667105|HOLI|55426|HOLLYSYS AUTOMATION TECHNOLOGI|15.19
20191001|G4603R114|HCCHU|100|HL ACQUISITIONS CORPUNITS|10.64
20191001|G4603R130|HCCHR|1768|HL ACQUISITIONS CORP RTS TO RE|0.28
20191001|G4863A108|IGT|59261|INTERNATIONAL GAME TECHNOLOGY |14.21
20191001|G5223X100|KXIN|72|KAIXIN AUTO HLDGS SHS (CYM)|1.81
20191001|G54050102|LAZ|124|LAZARD LTD|35.00
20191001|G5480U104|LBTYA|4616|LIBERTY GLOBAL PLC SHS CL A|24.75
20191001|G5494J103|LIN|2830|LINDE PLC SHS (IRL)|193.72
20191001|G56981106|LKCO|42363|LUOKUNG TECHNOLOGY CORP SHS|5.52
20191001|G5753U146|MHPRD|2085|MAIDEN HOLDINGS LTD. PREFERRED|6.92
20191001|G5784H106|MANU|3529|MANCHESTER UTD PLC NEW|16.43
20191001|G5785G107|MNK|162440|MALLINCKRODT PUB LTD CO SHS (I|2.41
20191001|G5960L103|MDT|11534|MEDTRONIC PLC ORD SHS (IRL)|108.62
20191001|G6181K106|MTC|2343|MMTEC INC SHS|2.62
20191001|G6375R115|NESRW|1673|NATIONAL ENERGY SVCS REUNITED |0.40
20191001|G6455A115|NFINW|2345|NETFIN ACQUISITION CORP WT EXP|0.30
20191001|G66721104|NCLH|134034|NORWEGIAN CRUISE LINE HLDGS LT|51.77
20191001|G6674U108|NVCR|1|NOVOCURE LTD ORD SHS (JEY)|74.78
20191001|G6700G107|NVT|1031|NVENT ELEC PLC SHS (IRL)|22.04
20191001|G67145105|OAC|215|OAKTREE ACQUISITION CORP CL A |9.87
20191001|G6855A103|OXFD|660|OXFORD IMMUNOTEC GLOBAL PLC|16.63
20191001|G68603144|PREPRH|403|PARTNERRE LTD RED PFD SHS SER |27.11
20191001|G68603151|PREPRI|3901|PARTNERRE LTD RED PFD SHS SER |26.07
20191001|G6891L105|PANL|883|PANGEA LOGISTICS SOLUTIONS LTD|3.21
20191001|G7S00T104|PNR|965|PENTAIR PLC|37.80
20191001|G7293H114|PUKPR|284|PRUDENTIAL PLC PERPETUAL SUB C|26.50
20191001|G7415M108|RCON|300|RECON TECHNOLOGY LTD ORD SHS (|0.71
20191001|G7457R122|RBZ|1713|REEBONZ HLDG LTD UDS ORD SHS N|1.02
20191001|G7498P119|RNRPRE|252|RENAISSANCERE HOLDGINGS LTD 5.|25.19
20191001|G78516302|SCPEU|1000|SC HEALTH CORPUNIT 1 CL A & 1/|10.35
20191001|G78516401|SCPEWS|2003|SC HEALTH CORP WTS EXP 07/16/2|1.20
20191001|G7945M107|STX|46317|SEAGATE TECH PLC (IRL)|53.79
20191001|G7998G106|SDRL|29934|SEADRILL LTD NEW SHS (BMU)|2.10
20191001|G80475109|SQZZF|33|SERICA ENERGY PLC (UK)|0.93
20191001|G81477104|SINA|106|SINA CORPORATION|39.19
20191001|G8250R103|IPOA|2326|SOCIAL CAP HEDOSOPHIA HLDGS CO|10.70
20191001|G8250R129|IPOAWS|3630|SOCIAL CAP HEDOSOPHIA HLDGS CO|2.50
20191001|G85158106|STNE|29227|STONECO LTD CL A (CYM)|34.78
20191001|G87084102|PETZ|342|TDH HLDGS INC|1.51
20191001|G87110105|FTI|1478|TECHNIPFMC PLC COM (GBR)|24.14
20191001|G8807B106|TBPH|6148|THERAVANCE BIOPHARMA INC ORD S|19.48
20191001|G8857S124|THBRU|3|THUNDER BRDG ACQUISITION II LT|10.18
20191001|G89827110|TPGHWS|411|TPG PACE HLDGS CORP WTS EXP (C|1.58
20191001|G89982113|TAT|189|TRANSATLANTIC PETROLEUM LTD OR|0.68
20191001|G9078F131|TRTNPRB|771|TRITON INTL LTD RED PERP PFD C|26.15
20191001|G9108L157|TNPPRE|145|TSAKOS ENERGY NAVIGA (BERMUDA)|21.76
20191001|G9145A115|BROGW|2600|TWELVE SEAS INVT CO RED WTS PA|0.32
20191001|G9396G100|MYT|3439|URBAN TEA INC USD ORD SHS (VGB|0.33
20191001|G9402V109|VAL|169339|VALARIS PLC SHS CL A (GBR)|4.81
20191001|G97223104|WINS|105|WINS FIN HLDGS INC ORD SHS (CY|10.24
20191001|G97822103|PRGO|1055|PERRIGO COMPANY PLC (IRL)|55.89
20191001|G9829R103|XTGRF|14875|XTRA-GOLD RESOURCES CORP COM S|0.36
20191001|G98338117|YTROF|3577|YATRA ONLINE INC WT EXP 12/16/|0.19
20191001|H1467J104|CB|17|CHUBB LTD COM|161.44
20191001|H17182108|CRSP|167|CRISPR THERAPEUTICS AG NAMEN A|40.99
20191001|H2906T109|GRMN|445|GARMIN LTD COM STK (CH)|84.69
20191001|H84989104|TEL|410|TE CONNECTIVITY LTD|93.18
20191001|H8817H100|RIG|85|TRANSOCEAN LTD (SWITZERLAND)|4.47
20191001|L0164E108|SONG|200|AKAZOO S A SHS EURO|6.33
20191001|L0164E116|SONGW|1245|AKAZOO S A WT EXP 09/11/2024|0.77
20191001|L7257P205|PACD|3447|PACIFIC DRILLING S.A., LUXEMBO|3.91
20191001|L8681T102|SPOT|230|SPOTIFY TECHNOLOGY S A SHS (LU|114.00
20191001|L9340P101|TSE|227|TRINSEO S.A. ORD SHS|42.95
20191001|M15342104|AUDC|100|AUDIOCODES LTD|18.91
20191001|M22013102|CRNT|2|CERAGON NETWORKS LTD|2.69
20191001|M22465104|CHKP|2|CHECK POINT SOFTWR TECHNLS LTD|109.50
20191001|M2361E120|CHEKW|1405|CHECK-CAP LTD WTS EXP 2/28/20 |0.02
20191001|M2361E203|CHEK|247|CHECK-CAP LTD ORD SHS (ISR)|1.88
20191001|M25722105|CGEN|542|COMPUGEN LTD|4.23
20191001|M37605124|EMITF|161138|ELBIT IMAGING LTD SHS NEW NO P|0.99
20191001|M4R82T106|FVRR|713|FIVERR INTL LTD ORD SHS (ISR) |18.70
20191001|M40184208|ELTK|164|ELTEK LTD PETACH TIKVA ISRAEL |3.30
20191001|M4130Y106|ENLV|38094|ENLIVEX THERAPEUTICS LTD COM O|27.05
20191001|M47238106|GLMD|222|GALMED PHARMACEUTICALS LTD. SH|4.78
20191001|M4793C102|GZTGF|800|GAZIT GLOBE LTD ORD SHS (ISR) |10.22
20191001|M52523103|WILC|341|G.WILLI-FOOD INTL INC|11.00
20191001|M5425M103|INMD|155|INMODE LTD SHS|21.51
20191001|M5920A109|ICL|99|ISRAEL CHEMICALS LTD (ISRAEL) |5.01
20191001|M6372Q113|KRNT|352|KORNIT DIGITAL LTD ORD SHS (IS|30.78
20191001|M81873107|RDWR|1|RADWARE LTD|24.26
20191001|M8790Y108|TOMDF|236|TODOS MED LTD (ISRAEL)|0.21
20191001|M8791A109|OTIV|2996|ON TRACK INNOVATIONS LTD|0.32
20191001|M8893U102|TUFN|523|TUFIN SOFTWARE TECHNOLOGIES LT|16.46
20191001|M96088105|URGN|876|UROGEN PHARMA LTD ORD SHS (ISR|23.83
20191001|N20146101|CMPR|5|CIMPRESS N.V. ORDINARY SHARES |131.84
20191001|N20944109|CNHI|667|CNH INDUSTRIAL N V COM SHS (NL|10.15
20191001|N22717107|CLB|4346|CORE LABS N.V.|46.62
20191001|N74108106|RHDGF|800|RETAIL HOLDINGS NV (AN)|2.44
20191001|P31076105|CPA|1|COPA HOLDINGS, S.A. CL A COM (|98.75
20191001|P73398102|NYMX|838|NYMOX PHARMACEUTICAL CORP COM |1.84
20191001|Q7352P105|PNGZF|9173|PARINGA RES LTD ORD SHS (AUS) |0.06
20191001|Y1146L109|CTRM|1100|CASTOR MARITIME INC SHS (MHL) |2.89
20191001|Y2066G104|DSX|1106|DIANA SHIPPING INC.|3.38
20191001|Y2066G112|DSXPRB|1399|DIANA SHIPPING INC PERP PFD 8.|25.39
20191001|Y2109Q705|DRYS|7102|DRYSHIPS INC COM PAR NEW (MHL)|5.23
20191001|Y2188B108|DLNG|4115|DYNAGAS LNG PARTNERS LP COM UN|1.98
20191001|Y23592309|ESEA|7806|EUROSEAS LTD SHS (MHL)|0.71
20191001|Y2573F102|FLEX|313|FLEX LTD SHS (SGP)|10.47
20191001|Y2685T131|GNK|498|GENCO SHIPPING & TRADING LTD S|9.20
20191001|Y2687W108|GLOP|229|GASLOG PARTNERS LP UNIT LTD PA|18.98
20191001|Y2687W116|GLOPPRA|274|GASLOG PARTNERS LP (MARSHALL I|25.20
20191001|Y2687W124|GLOPPRB|479|GASLOG PARTNERS LP PERP PREF U|23.54
20191001|Y27183600|GSL|2783|GLOBAL SHIP LEASE, INC. COM CL|7.65
20191001|Y27265407|GLBS|25799|GLOBUS MARITIME LIMITED COM (M|2.05
20191001|Y2745C102|GMLP|4403|GOLAR LNG PARTNERS LP COM UIT |9.58
20191001|Y48125101|KNOP|1832|KNOT OFFSHORE PARTNERS LP COM |19.09
20191001|Y62159143|NNA|573|NAVIOS MARITIME ACQUISITION CO|6.73
20191001|Y62197119|NM|1675|NAVIOS MARITIME HOLDINGS INC C|4.81
20191001|Y62267409|NMM|501|NAVIOS MARITIME PARTNERS L.P. |17.73
20191001|Y71726106|PXS|25|PYXIS TANKERS INC COM|1.50
20191001|Y73760152|SHIPZ|500|SEANERGY MARITIME HOLDING CORP|0.18
20191001|Y7388L103|SB|7198|SAFE BULKERS INC COM STK (MH) |1.75
20191001|Y7545W125|SDLPF|1|SEADRILL PARTNERS LLC COM UNIT|0.75
20191001|Y75638133|SSWPRE|1081|SEASPAN CORP CUM REDEEMABLE PE|25.52
20191001|Y8564M113|TGPPRA|654|TEEKAY LNG PARTNERS L P PERP P|25.69
20191001|Y8564M204|TGPPRB|63|TEEKAY LNG PARTNERS LP PERP PF|24.97
20191001|Y8564W103|TK|100|TEEKAY CORPORATION (MARSHALL I|4.00
20191001|Y8565J101|TOO|305|TEEKAY OFFSHORE PARTNERS LP CO|1.16
20191001|Y8565J176|TOOPRE|390|TEEKAY OFFSHORE PART (MARSHALL|16.50
20191001|Y8565N102|TNK|200900|TEEKAY TANKERS LTD CLASS A|1.30
20191001|000360206|AAON|17|AAON INC|45.94
