SETTLEMENT DATE|CUSIP|SYMBOL|QUANTITY (FAILS)|DESCRIPTION|PRICE
20200218|G68603144|PREPRH|3354|PARTNERRE LTD RED PFD SHS SER |27.39
20200218|G7185A102|PTGEF|10824|PORTAGE BIOTECH INC. ORDINARY |0.15
20200218|G7457R122|RBZ|5486|REEBONZ HLDG LTD UDS ORD SHS N|1.13
20200218|G7496G103|RNR|3|RENAISSANCERE HOLDINGS LTD|198.18
20200218|G75130107|RPLA|57820|REPLAY ACQUISITION CORP (CYM) |10.08
20200218|G75130115|RPLAWS|11261|REPLAY ACQUISITION CORP WT EXP|0.85
20200218|G7738W106|SFL|17267|SFL CORP LTD SH (BMU)|13.45
20200218|G7777C102|SROYF|510|SAILFISH RTY CORP SHS (VGB)|0.67
20200218|G78516302|SCPEU|1000|SC HEALTH CORPUNIT 1 CL A & 1/|10.50
20200218|G7998G106|SDRL|8736|SEADRILL LTD NEW SHS (BMU)|1.44
20200218|G8060N102|ST|96|SENSATA TECHNOLOGIES HLDG PLC |48.88
20200218|G80751129|SGOC|194|SGOCO GROUP LTD SHS NEW (CYM) |1.03
20200218|G8136L114|SSPKW|739|SILVER SPIKE ACQUISITION CORP |0.50
20200218|G8196D101|SG|18|SIRIUS INTL INS GROUP LTD COM |8.96
20200218|G85158106|STNE|778|STONECO LTD CL A (CYM)|41.82
20200218|G86659102|TLOFF|14000|TALON METALS CORP (VIRGIN ISLA|0.10
20200218|G8675X107|TANH|863|TANTECH HLDGS LTD COM STK (VGB|1.34
20200218|G87084102|PETZ|310|TDH HLDGS INC|1.39
20200218|G88950103|TKKS|6572|TKK SYMPHONY ACQUISITION CORP |9.96
20200218|G88950111|TKKSU|700|TKK SYMPHONY ACQUISITION CORP |10.50
20200218|G89982113|TAT|8877|TRANSATLANTIC PETROLEUM LTD OR|0.36
20200218|G9078F123|TRTNPRA|1515|TRITON INTL LTD 8.5% CUM RED P|27.80
20200218|G9108L140|TNPPRD|801|TSAKOS ENERGY NAVIGATION LTD P|25.09
20200218|G9108L157|TNPPRE|1936|TSAKOS ENERGY NAVIGA (BERMUDA)|24.38
20200218|G9108L165|TNPPRF|1846|TSAKOS ENERGY NAVIGATION LTD|23.96
20200218|G9402V109|VAL|59902|VALARIS PLC SHS CL A (GBR)|5.25
20200218|G98239109|XP|173|XP INC CL A (CYM)|40.32
20200218|G98882114|ZGYHU|87201|YUNHONG INTL UIT CONST 1 CL A |10.01
20200218|H01301128|ALC|421575|ALCON INC. ORDINARY SHARES (CH|62.78
20200218|H1467J104|CB|1295|CHUBB LTD COM|164.56
20200218|H17182108|CRSP|16|CRISPR THERAPEUTICS AG NAMEN A|55.80
20200218|H2906T109|GRMN|815|GARMIN LTD COM STK (CH)|98.18
20200218|H42097107|UBS|577826|UBS GROUP AG ORD SHS (CHE)|13.12
20200218|H84989104|TEL|73|TE CONNECTIVITY LTD|93.30
20200218|L00849106|AGRO|700|ADECOAGRO S A COM SHS (LUX)|8.15
20200218|L0164E108|SONG|625|AKAZOO S A SHS EURO|4.69
20200218|L0175J104|ASPS|1|ALTISOURCE PORTFOLIO SOLUTIONS|19.70
20200218|L5140P101|I|28790|INTELSAT S A COM (LUX)|3.10
20200218|L67359106|NEXA|12|NEXA RES S A COM (LUX)|8.91
20200218|L7257P205|PACD|8736|PACIFIC DRILLING S.A., LUXEMBO|1.68
20200218|M0854Q105|ALLT|13|ALLOT LTD ORD SHS|12.31
20200218|M15342104|AUDC|38250|AUDIOCODES LTD|24.15
20200218|M25722105|CGEN|36350|COMPUGEN LTD|9.02
20200218|M2682V108|CYBR|12800|CYBERARK SOFTWARE LTD. ORDINAR|118.94
20200218|M26895108|CYRN|7889|CYREN LTD|1.26
20200218|M39927120|ELLO|7529|ELLOMAY CAPITAL LTD ORDINARY S|20.70
20200218|M4R82T106|FVRR|2915|FIVERR INTL LTD ORD SHS (ISR) |27.90
20200218|M40527117|ENTXW|1546|EVERQUOTE, INC. WARRANT (ISR) |0.38
20200218|M4119S104|EVGN|10355|EVOGENE LTD ORD SHRS ORD SHARE|1.49
20200218|M4130Y106|ENLV|14364|ENLIVEX THERAPEUTICS LTD COM O|8.28
20200218|M46135105|FOMX|745|FOAMIX PHARMACEUTICALS LTD ORD|4.42
20200218|M47238106|GLMD|822|GALMED PHARMACEUTICALS LTD. SH|5.88
20200218|M47364100|GMDA|107|GAMIDA CELL LTD (ISR)|4.72
20200218|M52514102|HAIPF|25|HADERA PAPER LTD SHS (ISRAEL) |38.40
20200218|M5425M103|INMD|15290|INMODE LTD SHS|43.96
20200218|M56595149|IGLDF|45|INTERNET GOLD-GOLDEN LINES LTD|7.67
20200218|M5920A109|ICL|5774|ISRAEL CHEMICALS LTD (ISRAEL) |4.11
20200218|M6158M104|ITRN|866|ITURAN LOCATION & CONTROL LTD |25.74
20200218|M6240T109|KMDA|5|KAMADA LTD ORD SHS (ISR)|6.51
20200218|M70240102|MNDO|1|MIND C.T.I. LTD|2.61
20200218|M85548101|SSYS|2365|STRATASYS LTD ORD SHS (ISRAEL)|19.77
20200218|M87095119|SPCB|149|SUPERCOM, LTD. NEW ORDINARY SH|0.61
20200218|M8790Y108|TOMDF|32863|TODOS MED LTD (ISRAEL)|0.04
20200218|M8893U102|TUFN|1465|TUFIN SOFTWARE TECHNOLOGIES LT|14.58
20200218|N00985106|AER|144|AERCAP HOLDINGS NV ORD SHS|62.52
20200218|N14506104|ESTC|12320|ELASTIC N V USD SHS (NLD)|72.61
20200218|N1976T109|CNTG|268|CENTOGENE N V COM SHS USD (NLD|11.40
20200218|N31738102|FCAU|34146|FIAT CHRYSLER AUTOMOBILES N V |13.27
20200218|N44821101|IFRX|7263|INFLARX N V COM (NLD)|3.39
20200218|N47279109|INXN|1504|INTERXION HOLDING N.V ORD SHS |92.25
20200218|N59465109|MYL|2155|MYLAN N V SHS EURO|21.90
20200218|N72482123|QGEN|137905|QIAGEN NV|37.14
20200218|N97284108|YNDX|369|YANDEX N V CL A ORD SHS (NLD) |46.57
20200218|P73398102|NYMX|576|NYMOX PHARMACEUTICAL CORP COM |3.17
20200218|P73684113|OSW|96645|ONESPAWORLD HLDGS LTD COM SHS |15.26
20200218|Q6519T117|NAKD|3526|NAKED BRAND GROUP LTD SHS NEW |0.59
20200218|V0195Q103|AFMJF|4000|ALPHAMIN RES CORP (MAURITIUS) |0.20
20200218|Y0207T100|ASC|718|ARDMORE SHIPPING CORP COM MARS|6.73
20200218|Y2066G104|DSX|3172|DIANA SHIPPING INC.|2.75
20200218|Y2187A143|EGLE|13684|EAGLE BULK SHIPPING INC SHS NE|3.18
20200218|Y2687W108|GLOP|130839|GASLOG PARTNERS LP UNIT LTD PA|4.45
20200218|Y2687W124|GLOPPRB|299|GASLOG PARTNERS LP PERP PREF U|23.02
20200218|Y2687W132|GLOPPRC|1800|GASLOG PARTNERS LP PERP PREF U|23.20
20200218|Y2745C102|GMLP|373|GOLAR LNG PARTNERS LP COM UIT |5.20
20200218|Y2745C110|GMLPP|11227|GOLAR LNG PARTNERS LP REDEEMAB|23.39
20200218|Y28895103|GRIN|391|GRINDROD SHIPPING HLDGS LTD SH|5.10
20200218|Y46002203|KBSF|1838|KBS FASHION GROUP LTD COM NEW |1.97
20200218|Y46717107|KEN|798|KENON HLDGS LTD ORD SHS (SGP) |18.61
20200218|Y62132108|NVGS|150|NAVIGATOR HOLDINGS LTD. ORDINA|11.55
20200218|Y62197119|NM|588|NAVIOS MARITIME HOLDINGS INC C|3.77
20200218|Y67305105|DCIX|2000|PERFORMANCE SHIPPING INC COM (|0.79
20200218|Y73760301|SHIP|8433|SEANERGY MARITIME HOLDINGS COR|0.31
20200218|Y7542C130|STNG|2|SCORPIO TANKERS INC COM NEW|22.82
20200218|Y75638307|SSWPRG|96|SEASPAN CORP PERP PFD SER G (M|25.87
20200218|Y8162K204|SBLK|74493|STAR BULK CARRIERS CORP SH PAR|8.51
20200218|Y81669106|GASS|2206|STEALTHGAS INC|2.90
20200218|Y8564M105|TGP|11|TEEKAY LNG PARTNERS L.P. COM U|13.14
20200218|Y8565J127|TOOPRA|717|TEEKAY OFFSHORE PARTNERS L P 7|22.13
20200218|Y8565J135|TOOPRB|1729|TEEKAY OFFSHORE PARTNERS LP PR|23.65
20200218|Y95308105|WVE|476|WAVE LIFE SCIENCES LTD ORD SHS|8.07
20200218|000304105|AACAY|597|AAC TECHNOLOGIES HOLDINGS INC |7.33
20200218|000307108|AACH|1467|AAC HLDGS INC COM STK (NV)|0.28
20200218|000380105|ABCZY|332|ABCAM PLC UNSPON ADR (UK)|17.34
20200218|00080Q105|AAVMY|382|ABN AMRO BK N V AMSTERDAM BRH |16.38
20200218|000868109|ACNB|100|ACNB CORP|34.61
20200218|00090Q103|ADT|663|ADT INC DEL|7.04
20200218|00108J109|ACMR|18161|ACM RESH INC CL A|39.10
20200218|00109C103|ASGLY|35|AGC INC (JAPAN)|6.29
20200218|00110G408|BTAL|10732|AGF INVTS TR AGFIQ US MKT NEUT|23.07
20200218|001317205|AAGIY|45117|AIA GROUP LTD SPONSORED ADR HO|41.47
20200218|00162Q460|ACES|17|ALPS ETF TR CLEAN ENERGY ETF|40.38
20200218|00162Q478|DTEC|28652|ALPS ETF TR DISRUPTIVE TECHNOL|34.59
20200218|00162Q510|RFFC|60|ALPS ETF TR RIVERFRONT DYNAMIC|36.89
20200218|00162Q528|RFDA|240|ALPS ETF TR RIVERFRONT DYNAMIC|36.17
20200218|00162Q536|RFCI|649|ALPS ETF TR RIVERFRONT DYNAMIC|25.48
20200218|00162Q593|SBIO|3714|ALPS ETF TR MEDICAL BREAKTHROU|42.37
20200218|00162Q866|AMLP|68021|ALPS ETF TR ALERIAN MLP ETF|7.85
20200218|00165C104|AMC|95412|AMC ENTMT HLDGS INC CL A COM S|7.10
20200218|00165R119|AMCIW|800|AMCI ACQUISITION CORP RED WT E|0.42
20200218|00180G106|HKIB|1031|AMTD INTL INC SPONSORED ADS|8.45
20200218|00183L102|ANGI|148285|HOMESERVICES INC. CLASS A COMM|8.37
20200218|00206R102|T|783641|AT&T INC. COM|38.25
20200218|00206R300|TBB|126|AT&T INC 5.350% GLOBAL NTS|26.64
20200218|00206R706|ATTXL|284100|AT&T INC DEP SHS REPSTG 1/1000|25.20
20200218|00211V106|AACG|585|ATA CREATIVITY GLOBAL SPONSORE|1.15
20200218|00212G108|ASMVY|116|Asm Pacific Technology Ltd Uns|43.85
20200218|00212V105|ASOMY|139|ASOS PLC UNSPON ADR (UK)|44.67
20200218|002121101|ATEN|42|A10 NETWORKS INC COM STK (DE) |7.22
20200218|00214Q203|ARKQ|45806|ARK AUTONOMOUS TECHNOLOGY & RO|42.49
20200218|00214Q302|ARKG|176494|ARK GENOMIC REVOLUTION ETF (DE|36.86
20200218|00214Q401|ARKW|135640|ARK NEXT GENERATION INTERNET E|70.04
20200218|00214Q609|IZRL|914|ARK ETF TR ISREAL INNOVATIVE T|23.74
20200218|00214Q708|ARKF|2243|ARK ETF TR FINTECH INNOVATION |27.06
20200218|00215W100|ASX|385|ASE TECHNOLOGY HLDG CO LTD SPO|5.11
20200218|002201101|ACOPY|154600|A2 MILK CO LTD ADR(NEW ZEALAND|10.05
20200218|002555506|ABCFF|1189|ABACUS MNG & EXPL CO (CANADA) |0.08
20200218|002824100|ABT|1866|ABBOTT LABS;COM NPV|89.66
20200218|00287Y109|ABBV|258|ABBVIE INC COM STK (DE)|94.05
20200218|00302L108|AWP|1472|ABERDEEN GLOBAL PREMIER PPTYS |6.98
20200218|003057106|ACP|385|ABERDEEN INCOME CR STRATEGIES |12.18
20200218|00326A104|SGOL|6|ABERDEEN STANDARD PHYSICAL GOL|15.24
20200218|003261500|AOIL|302|ABERDEEN STD BLOOMBERG WTI CRU|21.78
20200218|003262102|PALL|12104|ABERDEEN STD PALLADIUM ETF TR |230.64
20200218|003263100|GLTR|49795|ABERDEEN STD PRECIOUS METALS B|80.97
20200218|003264108|SIVR|32455|ABERDEEN STD SILVER ETF TR PHY|17.16
20200218|003793106|ABBRF|3339|ABRAPLATA RESOURCE C (CANADA) |0.07
20200218|003830106|AXAS|1909|ABRAXAS PETROLEUM CORP.|0.23
20200218|00389L104|ACCA|23238|ACACIA DIVERSIFIED HLDGS INC|0.05
20200218|00400R833|WBIN|11452|ABSOLUTE SHS TR WBI BULLBEAR T|19.71
20200218|00400R841|WBIT|1956|ABS SHS TRWBI BULLBEAR TREND S|20.61
20200218|004285102|ACAM|2318|ACAMAR PARTNERS ACQUISITION CO|10.10
20200218|004285110|ACAMW|66|ACAMAR PARTNERS ACQUISITION CO|0.90
20200218|00430H102|AXDX|3522|ACCELERATE DIAGNOSTICS INC STK|16.51
20200218|00430K402|ACST|17700|ACASTI PHARMA INC CL A SHS (CD|0.57
20200218|00431N108|ACCR|176311|ACCESS-POWER, INC. (FLORIDA) C|.
20200218|00436Q106|ACEL|3322|ACCEL ENTMT INC COM CL A-1 (IL|13.28
20200218|00436Q114|ACELWS|400|ACCEL ENTMT INC WT EXP 11/20/2|3.15
20200218|00444T100|ACRX|1600|ACELRX PHARMACEUTICALS INC COM|1.60
20200218|004563102|AVHNY|11|Ackermans & Van Haaren Sa Unsp|14.68
20200218|00484M106|ACOR|58059|ACORDA THERAPEUTICS INC|1.79
20200218|004854204|ATV|266|ACORN INTERNATIONAL, INC. ADS |18.96
20200218|00489Y402|ACRGF|94104|ACREAGE HLDGS INC COM SUB VTG(|5.56
20200218|00547W208|ADMP|11785|ADAMIS PHARMACEUTICALS CORP CO|0.73
20200218|00548F105|PEO|2|ADAM NAT RES FD INC COM|15.32
20200218|00653A107|ADAP|38966|ADAPTIMMUNE THERAPEUTICS PLC S|4.02
20200218|00653Q102|AHCO|205|ADAPTHEALTH CORP CL A|16.30
20200218|00653Q110|AHCOW|788|ADAPTHEALTH CORP WT EXP 11/08/|3.90
20200218|00654J107|ADXN|5|ADDEX THERAPEUTICS LTD ADS|11.02
20200218|007192107|AMIGY|26|ADMIRAL GROUP PLC, CARDIFF UNS|29.98
20200218|00725J102|ADOCY|50|ADOCIA SPONSORED ADR (FRA)|12.38
20200218|00726A100|ADOM|22691|ADOMANI INC COM|0.16
20200218|00760J108|AEHR|1127|AEHR TEST SYSTEMS|2.42
20200218|007624307|ADXS|56169|ADVAXIS INC COM PAR $0.001 (DE|1.01
20200218|00764C109|AVK|181|ADVENT CONVERTIBLE AND INCOME |16.01
20200218|00767C106|AVOI|457|Advanced Voice Recognition Sys|0.02
20200218|00768M202|AERO|537|AEROGROW INTERNATIONAL, INC. C|1.60
20200218|00768Y479|DWAW|1239|ADVISORSHARES TR DORSEY WRIGHT|27.22
20200218|00768Y487|DWUS|503|ADVISORSHARES TR DORSEY WRIGHT|27.30
20200218|00768Y495|YOLO|1350|ADVISORSHARES TR PURE CANNABIS|11.45
20200218|00768Y560|CWS|3944|ADVISORSHARES TR ADVISORSHARES|38.91
20200218|00768Y727|MINC|102|ADVISORSHARES TR NEWFLEET MULT|48.77
20200218|00768Y834|FWDB|267|ADVISORSHARES FOLIOBEYOND SMAR|27.08
20200218|00768Y883|HDGE|9163|ADVISORSHARES TRUST RANGER EQU|5.16
20200218|00770C101|ADES|199|ADVANCED EMISSIONS SOLUTIONS I|12.07
20200218|00770K202|AMTX|286|AEMETIS INC NEW COM STK (NV)|0.80
20200218|00773U108|ADVM|821|ADVERUM BIOTECHNOLOGIES INC CO|15.79
20200218|00775L106|ANTGF|32000|ADVANTAGEWON OIL CORP COM (CAN|.
20200218|00775V104|AEFC|196|AEGON FDG CO LLC SUB NTS RETAI|26.24
20200218|007975402|AEZS|19187|AETERNA ZENTARIS INC COM STK (|1.18
20200218|008252108|AMG|110|AFFILIATED MANAGERS GROUP INC |82.90
20200218|00829A601|AGGFF|18468|AFRICAN GOLD GROUP INC COM NEW|0.14
20200218|00829Q101|AOIFF|1150|AFRICA OIL CORP ORD SHS (CANAD|0.98
20200218|00831X102|AFTM|5900|AFTERMASTER INC|.
20200218|00846U101|A|272|AGILENT TECHNOLOGIES, INC|85.82
20200218|00847X104|AGIO|479|AGIOS PHARMACEUTICALS INC COM |51.51
20200218|00848H108|AGE|4869|AGEX THERAPEUTICS INC COM (DE)|1.40
20200218|008492100|ADC|1639|AGREE REALTY CORP|77.49
20200218|00851F106|AGFAF|28864|AGRAFLORA ORGANICS INTL INC CO|0.07
20200218|00856G109|AGFS|42500|AGROFRESH SOLUTIONS INC COM ST|2.38
20200218|00856J202|AGTK|667|AGRITEK HLDGS INC COM NEW|0.02
20200218|00856K100|AGGHF|4301|AGRIOS GLOBAL HLDGS (CANADA)|0.16
20200218|008712200|ADERY|49|AIDA ENGINEERING LTD ADR|95.35
20200218|00900T107|AIMT|2654|AIMMUNE THERAPEUTICS INC COM S|27.97
20200218|00901B105|AIM|75664|AIM IMMUNOTECH INC COM|1.06
20200218|00910M100|AIRYY|29|AIR CHINA LTD SPON ADR (CHINA)|17.50
20200218|009119108|AFLYY|534|AIR FRANCE-KLM ADS (EA REPTG O|10.28
20200218|00912X500|ALPRA|2224|AIR LEASE CORP NON CUM PERP PR|27.78
20200218|009126202|AIQUY|67|AIR LIQUIDE ADR|30.09
20200218|009136201|ANZLY|203|AIR NEW ZEALAND LTD SPONSORED |9.21
20200218|00927V200|ABSSF|100|AIRBOSS OF AMERICA CP NEW(F)|6.63
20200218|009279100|EADSY|34301|AIRBUS SE AMERICAN DEPOSITARY |35.23
20200218|00950R100|AIPUY|11428|AIRPORTS OF THAILAND PUBLIC CO|22.82
20200218|00972L107|AKCA|2076|AKCEA THERAPEUTICS INC COM|17.96
20200218|00973N102|AKTS|327|AKOUSTIS TECHNOLOGIES INC|7.82
20200218|00973W102|KERN|8000|AKERNA CORP COM|7.09
20200218|00973W110|KERNW|874|AKERNA CORP WT EXP 08/01/24|0.75
20200218|00973Y108|AKRO|3571|AKERO THERAPEUTICS INC COM|24.02
20200218|01444Q104|ALEAF|38770|ALEAFIA HEALTH INC (CANADA)|0.45
20200218|015271109|ARE|19904|ALEXANDRIA REAL EST EQ INC|174.93
20200218|01535P106|AXU|21122|Alexco Resource Corp Common Sh|1.75
20200218|015393101|ALFVY|156|Alfa-Laval Ab Unsponsored ADR |26.04
20200218|016095101|TARSF|2950|ALIANZA MINERALS LTD COM (CAN)|0.03
20200218|01627X108|ALO|5083|ALIO GOLD INC COM (CANADA)|0.73
20200218|01643A207|WTER|3776|ALKALINE WTR CO INC|1.04
20200218|01643B106|ALYA|1186|ALITHYA GROUP INC CL A SUB VTG|2.97
20200218|01671P100|ALLK|202|ALLAKOS INC COM (DE)|66.33
20200218|018119107|ALNA|394|ALLENA PHARMACEUTICALS COM|2.11
20200218|01877R108|ARLP|387|ALLIANCE RESOURCES PART L.P.|8.04
20200218|01881G106|AB|1406|ALLIANCEBERNSTEIN HOLDING L.P.|34.42
20200218|018820100|ALIZY|608|ALLIANZ SE|24.96
20200218|018825109|NCZ|2278|ALLIANZGI CONV & INC FND II CO|5.30
20200218|018828103|NCV|1690|ALLIANZGI CONV & INC FND COM S|6.02
20200218|018829101|NIE|375|ALLIANZGI EQUITY & CONV INCOME|24.33
20200218|01883A107|NFJ|119|ALLIANZGI NFJ DIVID INT & PREM|13.61
20200218|019170109|AESE|3681|ALLIED ESPORTS ENTMT INC COM|2.62
20200218|019222207|AHPI|12656|ALLIED HEALTHCARE PRODS INC CO|2.32
20200218|01973R101|ALSN|65|ALLISON TRANSMISSION HLDGS INC|44.24
20200218|019860105|AYSI|341|ALLOY STEEL INTL INC|1.66
20200218|02072L201|IVAL|1645|ALPHA ARCHITECT INTL QUANTITAT|28.41
20200218|02072L300|IMOM|202|ALPHA ARCHITECT INTL QUANTITAT|27.95
20200218|02072L607|FRDM|6018|ALPHA ARCHITECT ETF TR FREEDOM|27.24
20200218|02072L706|WIZ|36382|ALPHA ARCH ETF TR MERLYN AI BU|28.32
20200218|02075W105|ALLIF|545|ALPHA LITHIUM CORP (CANADA)|0.33
20200218|020772109|APT|58624|ALPHA PRO TECH,LTD|5.18
20200218|02079K107|GOOG|403|ALPHABET INC CAP STK CL C|1520.74
20200218|02079K305|GOOGL|27121|ALPHABET INC CAP STK CL A|1518.73
20200218|02083E105|ALPP|202|ALPINE 4 TECHNOLOGIES LTD CL A|0.08
20200218|021244207|ALSMY|66144|Alstom Unsponsored ADR (France|5.29
20200218|02128L106|ALTG|236517|ALTA EQUIPMENT GROUP INC (DE) |10.39
20200218|02128L114|ALTGWS|3967|ALTA EQUIP GROUP INC WT EXP (D|1.75
20200218|02133L109|AMRQQ|30460|ALTA MESA RES INC CL A (DE)|.
20200218|02156B103|AYX|99|ALTERYX INC COM CL A|158.00
20200218|02156K103|ATUS|321600|ALTICE USA INC CLASS A (DE)|28.71
20200218|02263T104|AMADY|55|AMADEUS IT GROUP SA ADS UNSPON|78.87
20200218|022631204|AMDLY|112|AMADA HOLDINGS CO LTD ADR - UN|41.95
20200218|02301P205|AMAR|40|AMARILLO BIOSCIENCES INC COM N|0.29
20200218|023111206|AMRN|2725|AMARIN CORP PLC SPONSORED ADR |17.62
20200218|023135106|AMZN|7|AMAZON COM INC;COM USD0.01|2134.87
20200218|023139116|AMBCWS|306|AMBAC FINL GROUP INC WTS EXP 4|9.70
20200218|02322P200|AMBO|362|AMBOW ED HLDG LTD|2.33
20200218|02356P100|AMMX|23601|AMERAMEX INTERNATIONAL INC|0.02
