SETTLEMENT DATE|CUSIP|SYMBOL|QUANTITY (FAILS)|DESCRIPTION|PRICE
20190815|D1668R123|DDAIF|2433|DAIMLER AG|46.05
20190815|D18190898|DB|139033|DEUTSCHE BANK AG NAMEN AKT (DE|6.69
20190815|G0132V105|AGMH|700|AGM GROUP HLDGS INC USD CL A O|16.53
20190815|G0250X107|AMCR|537|AMCOR PLC ORD USD0.01 (JEY)|9.95
20190815|G0335L102|ANFI|1550|AMIRA NATURE FOODS LTD ORD SHS|0.59
20190815|G0408V102|AON|886|AON PLC ORD SHS CL A NEW (UK) |187.16
20190815|G0457F107|ARCO|1|ARCOS DORADOS HOLDINGDS INC. C|7.13
20190815|G05384154|AHLPRC|228|ASPEN INSURANCE HLDGS LTD FXD/|27.14
20190815|G0585R106|AGO|110|ASSURED GUARNATY LTD|44.21
20190815|G0602B100|ATIF|3572|ATIF HLDGS LTD USD ORD SHS|3.17
20190815|G06974102|AUIAF|3887|AURANIA RES LTD SHS (BERMUDA) |2.10
20190815|G0750W203|AXGT|9095|AXOVANT GENE THERAPIES LTD COM|6.76
20190815|G10830100|BYSI|129|BEYONDSPRING INC ORD SHS (CYM)|16.00
20190815|G1117K106|BIOXWS|1000|BIOCERES CROP SOLUTIONS CORP. |0.38
20190815|G1151C101|ACN|235|ACCENTURE PLC CL-A ORDINARY SH|186.97
20190815|G1329V106|BHAT|573|BLUE HAT INTERACTIVE ENTMT TEC|3.83
20190815|G1466B103|BRQS|267|BORQS TECHNOLOGIES INC SHS (VG|2.01
20190815|G1466R207|BORR|4000|BORR DRILLING LTD SHS (BERMUDA|6.18
20190815|G16249107|BPY|42967|BROOKFIELD PPTY PARTNERS L P U|18.74
20190815|G16252101|BIP|2163|BROOKFIELD INFRASTRUCTURE PART|44.21
20190815|G16258108|BEP|57|BROOKFIELD RENEWABLE PARTNERS |35.93
20190815|G16962204|BGEPF|1951|BUNGE LIMITED 4.875% PERPETUAL|98.75
20190815|G1757E113|CMCL|35154|CALEDONIA MNG CORP PLC SHS NEW|5.60
20190815|G1992S109|CISN|5753|CISION LTD|6.21
20190815|G2118P102|CCRC|137|CHINA CUSTOMER RELATIONS CTRS |9.42
20190815|G2120A101|CIFS|480|CHINA INTERNET NATIONWIDE FINL|1.77
20190815|G21515104|CBPO|360|CHINA BIOLOGIC PRODS HLDGS INC|94.54
20190815|G2161P108|SXTC|2689|CHINA SXT PHARMACEUTICALS INC |2.80
20190815|G21810109|CCC|322|CLARIVATE ANALYTICS PLC SHS (J|17.08
20190815|G2379F108|CNAC|1900|CONSTELLATION ALPHA CAP CORP|10.59
20190815|G25343107|CZZ|297|COSAN LIMITED SHS A (BERMUDA) |13.34
20190815|G25839104|CCEP|5|COCA-COLA EUROPEAN PARTNERS PL|53.67
20190815|G2692M103|DDMX|39540|DD3 ACQUISITION CORP SHS (VGB)|10.08
20190815|G27358103|DESP|100|DESPEGAR.COM CORP ORD SH (VGB)|10.90
20190815|G2788T103|DOGZ|100|DOGNESS INTL CORP CL A COM (VG|2.85
20190815|G3040R158|EDVMF|2141|ENDEAVOUR MINING CORP SHS NEW |20.14
20190815|G3075P101|ESGR|86|ENSTAR GROUP LIMITED ORD SHS|175.39
20190815|G31249108|ESTA|4267|ESTABLISHMENT LABS HLDGS INC C|21.94
20190815|G3156P103|ASA|20|ASA GOLD AND PRECIOUS METALS L|12.88
20190815|G31642104|CLPS|2094|CLPS INCORPORATION|5.02
20190815|G3165V109|ARYA|30626|ARYA SCIENCES ACQUISITION CORP|10.10
20190815|G3165V117|ARYAU|175|ARYA SCIENCES ACQUISITION CORP|10.95
20190815|G3165V125|ARYAW|2149|ARYA SCIENCES ACQUISITION CORP|1.54
20190815|G32030127|CLWT|5|EURO TECH HOLDINGS CO LTD NEW |3.99
20190815|G3362K104|FLLCU|2576|FELLAZO INC USD UNT CNSST ONE |9.96
20190815|G3402M102|FG|1367|FGL HLDGS ORD SHS (CYM)|6.99
20190815|G35006108|ALAC|50|ALBERTON ACQCORP USD ORD SHS|10.15
20190815|G35006116|ALACU|30|ALBERTON ACQUISITION CORPUSD U|10.55
20190815|G35006124|ALACW|2700|ALBERTON ACQUISITION CORP WT 0|0.14
20190815|G35947202|FLNG|2153|FLEX LNG LTD SHS NEW|9.97
20190815|G3704F110|FFHL|16|FUWEI FILMS HOLDINGS CO LTD SH|1.85
20190815|G38327105|GPRK|209|GEOPARK LTD. USD SHARES (BMU) |16.34
20190815|G39108108|GTES|765|GATES INDL CORP PLC SHS (GBR) |7.80
20190815|G3922B107|G|22|GENPACT LIMITED|39.69
20190815|G3933F121|GBLIZ|886|GLOBAL INDTY LTD CAYMAN 7.75% |25.51
20190815|G39637205|GOGL|5379|GOLDEN OCEAN GROUP LTD SHS NEW|5.45
20190815|G4027R104|DNJR|735|GOLDEN BULL LTD SHS (CYM)|0.66
20190815|G40981113|GLACR|18|GREENLAND ACQUISITION CORP|0.33
20190815|G4418R101|HEBT|3941|HEBRON TECHNOLOGY CO LTD CLASS|2.14
20190815|G4603R122|HCCHW|100|HL ACQUISITIONS CORP WT TO PUR|0.26
20190815|G47567105|INFO|135078|IHS MARKIT LTD (BMU)|63.21
20190815|G4887W110|HHHH|299|WEALTHBRIDGE ACQUISITION LTD|10.08
20190815|G5005R107|JRVR|58|JAMES RIVER GROUP HOLDINGS LTD|48.64
20190815|G5223X100|KXIN|342|KAIXIN AUTO HLDGS SHS (CYM)|1.30
20190815|G5269C101|KNSA|4|KINIKSA PHARMACEUTICALS LTD|10.69
20190815|G5463L113|LHCWS|5945|LEO HLDGS CORP WT EXP|0.65
20190815|G5478K100|LLIT|97|LIANLUO SMART LTD SHS (VGB)|0.92
20190815|G5480U104|LBTYA|107|LIBERTY GLOBAL PLC SHS CL A|26.08
20190815|G5480U120|LBTYK|123|LIBERTY GLOBAL PLC SHS CL C (U|25.75
20190815|G5785G107|MNK|43536|MALLINCKRODT PUB LTD CO SHS (I|4.64
20190815|G5876H105|MRVL|534|MARVELL TECH GROUP LTD|24.70
20190815|G59665102|MGTX|109|MEIRAGTX HLDGS PLC (CYM)|22.27
20190815|G6181K106|MTC|22571|MMTEC INC SHS|4.00
20190815|G6333L101|ITRM|5|ITERUM THERAPEUTICS LTD|6.81
20190815|G64335105|NEWA|22|NEWATER TECHNOLOGY INC. SHS (V|6.40
20190815|G6485P108|NFC|480|NEW FRONTIER CORP COM (CYM)|10.17
20190815|G65431101|NE|7569|NOBLE CORP PLC ORD SHS (UK)|1.21
20190815|G65773106|NAT|392|NORDIC AMERICAN TANKERS LTD SH|1.83
20190815|G6674U108|NVCR|90|NOVOCURE LTD ORD SHS (JEY)|86.37
20190815|G6856M106|OXBR|616|OXBRIDGE RE HOLDINGS LTD ORD S|1.00
20190815|G7185A102|PTGEF|2167|PORTAGE BIOTECH INC. ORDINARY |0.08
20190815|G72007100|PBTS|688|POWERBRIDGE TECHNOLOGIES CO LT|3.38
20190815|G7306H101|PHCF|420|PUHUI WEALTH INVT MGMT CO LTD |2.64
20190815|G7457R122|RBZ|200|REEBONZ HLDG LTD UDS ORD SHS N|1.53
20190815|G74760128|RWGEWS|400|REGALWOOD GLOBAL ENERGY LTD|0.64
20190815|G75130115|RPLAWS|11602|REPLAY ACQUISITION CORP WT EXP|0.47
20190815|G7777C102|SROYF|3271|SAILFISH RTY CORP SHS (VGB)|1.12
20190815|G78516302|SCPEU|1000|SC HEALTH CORPUNIT 1 CL A & 1/|10.28
20190815|G7998G106|SDRL|60000|SEADRILL LTD NEW SHS (BMU)|2.25
20190815|G80751129|SGOC|698|SGOCO GROUP LTD SHS NEW (CYM) |1.01
20190815|G81075106|SFL|14|SHIP FINANCE INTERNATIONAL LTD|12.59
20190815|G8136L122|SSPKU|26409|SILVER SPIKE ACQUISITION CORP |10.00
20190815|G8250R103|IPOA|207546|SOCIAL CAP HEDOSOPHIA HLDGS CO|10.41
20190815|G8250R111|IPOAU|856|SOCIAL CAP HEDOSOPHIA HLDGS CO|11.00
20190815|G8250R129|IPOAWS|1067|SOCIAL CAP HEDOSOPHIA HLDGS CO|1.77
20190815|G8406F110|YGTYF|2136|SSLJ.COM LTD USD CL A ORD SHS |0.18
20190815|G8675X107|TANH|1910|TANTECH HLDGS LTD COM STK (VGB|1.46
20190815|G87084102|PETZ|24|TDH HLDGS INC|1.27
20190815|G87110105|FTI|20807|TECHNIPFMC PLC COM (GBR)|23.27
20190815|G87264100|TGLS|36424|TECNOGLASS INC COM|7.45
20190815|G8807B106|TBPH|26345|THERAVANCE BIOPHARMA INC ORD S|21.29
20190815|G88950137|TKKSR|500|TKK SYMPHONY ACQUISITION CORP |0.16
20190815|G8959N106|TOTA|3|TOTTENHAM ACQUISITION I LTD SH|10.28
20190815|G8959N114|TOTAW|100|TOTTENHAM ACQUISITION I LTD WT|0.10
20190815|G89827110|TPGHWS|18246|TPG PACE HLDGS CORP WTS EXP (C|1.60
20190815|G89827128|TPGH|159|TPG PACE HLDGS CORP CL A (CYM)|10.27
20190815|G89982113|TAT|487|TRANSATLANTIC PETROLEUM LTD OR|0.70
20190815|G9078F123|TRTNPRA|499|TRITON INTL LTD 8.5% CUM RED P|26.65
20190815|G9108L132|TNPPRC|164|TSAKOS ENERGY NAVIGATION LTD R|25.80
20190815|G9108L157|TNPPRE|900|TSAKOS ENERGY NAVIGA (BERMUDA)|22.03
20190815|G9108L165|TNPPRF|1080|TSAKOS ENERGY NAVIGATION LTD|21.95
20190815|G9376R100|VVPR|1221|VIVOPOWER INTERNATIONAL PLC SH|1.38
20190815|G9381B108|UROV|867|UROVANT SCIENCES LTD SHS|7.96
20190815|G9402V109|VAL|239016|VALARIS PLC SHS CL A (GBR)|3.89
20190815|G94787101|WTRE|5400|WATFORD HLDGS LTD SHS (BMU)|23.29
20190815|G9829R103|XTGRF|4599|XTRA-GOLD RESOURCES CORP COM S|0.30
20190815|G98338109|YTRA|1212|YATRA ONLINE INC ORD SHS (CYM)|4.08
20190815|H01301128|ALC|61488|ALCON INC. ORDINARY SHARES (CH|58.89
20190815|H1467J104|CB|74266|CHUBB LTD COM|152.69
20190815|H50430232|LOGI|4272|LOGITECH INTERNATIONAL S.A .OR|38.18
20190815|H84989104|TEL|197|TE CONNECTIVITY LTD|87.99
20190815|H8817H100|RIG|83748|TRANSOCEAN LTD (SWITZERLAND)|3.90
20190815|L67359106|NEXA|14262|NEXA RES S A COM (LUX)|7.84
20190815|L7257P205|PACD|765|PACIFIC DRILLING S.A., LUXEMBO|4.08
20190815|L9340P101|TSE|6|TRINSEO S.A. ORD SHS|28.44
20190815|M0854Q105|ALLT|172|ALLOT LTD ORD SHS|7.11
20190815|M20115180|BOSC|801|BOS BETTER ONLINE SOLUTIONS LT|2.84
20190815|M20791105|CAMT|306|CAMTEK LTD.|8.35
20190815|M2196U109|CEL|322|CELLCOM ISRAEL LTD ORD SHS (IS|2.43
20190815|M22013102|CRNT|1330|CERAGON NETWORKS LTD|2.34
20190815|M22465104|CHKP|20|CHECK POINT SOFTWR TECHNLS LTD|107.51
20190815|M2361E120|CHEKW|1772|CHECK-CAP LTD WTS EXP 2/28/20 |0.04
20190815|M25722105|CGEN|72|COMPUGEN LTD|3.66
20190815|M37605124|EMITF|12322|ELBIT IMAGING LTD SHS NEW NO P|0.40
20190815|M39927120|ELLO|43|ELLOMAY CAPITAL LTD ORDINARY S|12.27
20190815|M40184208|ELTK|73|ELTEK LTD PETACH TIKVA ISRAEL |3.25
20190815|M46135105|FOMX|27578|FOAMIX PHARMACEUTICALS LTD ORD|2.94
20190815|M47364100|GMDA|1325|GAMIDA CELL LTD (ISR)|3.29
20190815|M51363113|MLNX|81938|MELLANOX TECHNOLOGIES, LTD ORD|107.85
20190815|M52523103|WILC|262|G.WILLI-FOOD INTL INC|10.78
20190815|M5425M103|INMD|762|INMODE LTD SHS|16.25
20190815|M56595107|IGLD|27361|INTERNET GOLD-GOLDEN LINES LTD|0.30
20190815|M6786D104|MAGS|392|MAGAL SECURITY SYSTEMS LTD-ORD|4.62
20190815|M68830104|MDWD|1531|MEDIWOUND LTD ORD SHS|3.01
20190815|M81865111|RDCM|391|RADCOM LTD ORD SHS|9.26
20190815|M8216Q200|RWLK|1096|REWALK ROBOTICS LTD SHS NEW (I|3.13
20190815|M8694L103|SLGL|2410|SOL-GEL TECHNOLOGIES LTD SHS (|8.60
20190815|M87095119|SPCB|393|SUPERCOM, LTD. NEW ORDINARY SH|1.04
20190815|M8791A109|OTIV|2692|ON TRACK INNOVATIONS LTD|0.31
20190815|M87915274|TSEM|82|TOWER SEMICONDUCTOR LTD ORD SH|18.91
20190815|M96088105|URGN|2822|UROGEN PHARMA LTD ORD SHS (ISR|32.40
20190815|N00985106|AER|122|AERCAP HOLDINGS NV ORD SHS|51.30
20190815|N07059210|ASML|97|ASML HOLDING NV NY REG SHS NEW|208.72
20190815|N14506104|ESTC|72591|ELASTIC N V USD SHS (NLD)|85.07
20190815|N20146101|CMPR|449|CIMPRESS N.V. ORDINARY SHARES |114.98
20190815|N20944109|CNHI|431|CNH INDUSTRIAL N V COM SHS (NL|8.66
20190815|N22717107|CLB|2|CORE LABS N.V.|38.17
20190815|N31738102|FCAU|4812|FIAT CHRYSLER AUTOMOBILES N V |12.52
20190815|N44821101|IFRX|575|INFLARX N V COM (NLD)|2.58
20190815|N6596X109|NXPI|600|NXP SEMICONDUCTORS N V|99.99
20190815|N71542109|PRQR|753|PROQR THERAPEUTICS N.V. ORDINA|8.22
20190815|N72482123|QGEN|45|QIAGEN NV|34.60
20190815|N97284108|YNDX|24000|YANDEX N V CL A ORD SHS (NLD) |35.87
20190815|P5626F128|IFS|314|INTERCORP FINL SVCS INC COM|38.98
20190815|P73398102|NYMX|4954|NYMOX PHARMACEUTICAL CORP COM |1.78
20190815|P73684113|OSW|42|ONESPAWORLD HLDGS LTD COM SHS |15.30
20190815|Q4867H223|IMRNW|537|IMMURON LTD WT EXP 05/12/22|0.94
20190815|Q56767108|MMSDF|13980|MACARTHUR MINERALS LTD ORDINAR|0.05
20190815|Q6519T109|NAKD|726614|NAKED BRAND GROUP LTD ORD SHS |0.08
20190815|Q7352P105|PNGZF|60373|PARINGA RES LTD ORD SHS (AUS) |0.05
20190815|V0393H103|AZRE|421|AZURE PWR GLOBAL LTD SHS (MUS)|10.36
20190815|Y1771G102|CMRE|12000|COSTAMARE INC COM STK (MHL)|5.21
20190815|Y1771G128|CMREPRC|658|COSTAMARE INC PERP PFD SER C (|24.57
20190815|Y1771G136|CMREPRD|458|COSTAMARE INC PER PFD SER D (M|25.11
20190815|Y1771G201|CMREPRE|232|COSTAMARE INC PFD SER E (MARSH|25.35
20190815|Y2065G121|DHT|1341|DHT HOLDING, INC NEW|5.19
20190815|Y2687W116|GLOPPRA|419|GASLOG PARTNERS LP (MARSHALL I|24.87
20190815|Y2687W132|GLOPPRC|42|GASLOG PARTNERS LP PERP PREF U|23.86
20190815|Y27265407|GLBS|5986|GLOBUS MARITIME LIMITED COM (M|1.73
20190815|Y2745C102|GMLP|1419|GOLAR LNG PARTNERS LP COM UIT |9.43
20190815|Y28895103|GRIN|626|GRINDROD SHIPPING HLDGS LTD SH|5.15
20190815|Y41053102|INSW|87|INTERNATIONAL SEAWAYS INC COM |16.00
20190815|Y62159143|NNA|637|NAVIOS MARITIME ACQUISITION CO|5.84
20190815|Y62197119|NM|4|NAVIOS MARITIME HOLDINGS INC C|4.35
20190815|Y67305105|DCIX|3114|PERFORMANCE SHIPPING INC COM (|0.81
20190815|Y73760152|SHIPZ|1000|SEANERGY MARITIME HOLDING CORP|0.14
20190815|Y73760301|SHIP|21554|SEANERGY MARITIME HOLDINGS COR|0.55
20190815|Y7388L129|SBPRC|646|SAFE BULKERS, INC CUM RED PERP|21.92
20190815|Y7545W125|SDLP|27|SEADRILL PARTNERS LLC COM UNIT|1.87
20190815|Y7546A122|SALT|82|SCORPIO BULKERS INC COM STK (M|5.42
20190815|Y75638208|SSWPRD|1040|SEASPAN CORP CUMULATIVE REDEEM|24.91
20190815|Y8162K204|SBLK|581|STAR BULK CARRIERS CORP SH PAR|9.22
20190815|Y8564M105|TGP|305|TEEKAY LNG PARTNERS L.P. COM U|13.33
20190815|Y8565J101|TOO|6917|TEEKAY OFFSHORE PARTNERS LP CO|1.15
20190815|Y8897Y800|TOPS|100|TOP SHIPS INC SHS NEW 2018 (MH|0.35
20190815|Y95308105|WVE|448|WAVE LIFE SCIENCES LTD ORD SHS|21.00
20190815|000304105|AACAY|1|AAC TECHNOLOGIES HOLDINGS INC |4.43
20190815|000361105|AIR|318|A A R CORP|39.87
20190815|000375204|ABB|51062|ABB LTD ADS ( 1 REG SHS)|18.28
20190815|00080Q105|AAVMY|278234|ABN AMRO BK N V AMSTERDAM BRH |18.30
20190815|00089H106|ACSAY|3|ACS Actividades De Construccio|7.27
20190815|001201201|AGLXY|52|AGL ENERGY LTD (AUSTRALIA)|12.60
20190815|001228204|MITTPRA|426|AG MTG INVT TR INC8.25% PFD SE|25.65
20190815|001547108|AKS|10779|AK STEEL HOLDING CORP|2.38
20190815|00162Q460|ACES|11736|ALPS ETF TR CLEAN ENERGY ETF|30.17
20190815|00162Q478|DTEC|244|ALPS ETF TR DISRUPTIVE TECHNOL|28.24
20190815|00162Q544|RFUN|545|ALPS ETF TR RIVERFRONT UNCONST|25.16
20190815|00162Q718|IDOG|7200|ALPS ETF TR INTL SECTOR DIVID |24.50
20190815|00162Q858|SDOG|4|ALPS SECTOR DIVIDEND DOGS ETF |40.94
20190815|00162Q866|AMLP|8776|ALPS ETF TR ALERIAN MLP ETF|8.90
20190815|00163U106|AMAG|5536|AMAG PHARMACEUTICALS INC COM S|12.16
20190815|00164V103|AMCX|6206|AMC NETWORKS INC CLASS A COM|49.72
20190815|00165C104|AMC|34593|AMC ENTMT HLDGS INC CL A COM S|10.75
20190815|00165R119|AMCIW|100|AMCI ACQUISITION CORP RED WT E|0.32
20190815|0017EP202|AMLYY|23|AMP LIMITED SPONSORED ADR (AUS|5.40
20190815|00175J107|POWW|7100|AMMO INC|2.00
20190815|00180G106|HKIB|36|AMTD INTL INC SPONSORED ADS|9.40
20190815|00183L102|ANGI|15955|HOMESERVICES INC. CLASS A COMM|8.53
20190815|00202F102|AMKBY|497|A.P. MOLLER-MAERSK A/S UNSPONS|5.16
20190815|00206R102|T|1333828|AT&T INC. COM|34.09
20190815|00208D408|AETUF|319|ARC RESOURCES LTD. ORDINARY SH|4.48
20190815|00211Y506|ABIO|74|ARCA BIOPHARMA INC COM PAR $.0|5.67
20190815|002120202|LIFE|1129|ATYR PHARMA INC COM NEW|2.80
20190815|00214Q104|ARKK|317|ARK ETF TR INNOVATION ETF (DE)|43.64
20190815|00214Q708|ARKF|3016|ARK ETF TR FINTECH INNOVATION |20.85
20190815|00215R101|ASIN|5|AS CAP INC COM|1.02
20190815|002201101|ACOPY|229|A2 MILK CO LTD ADR(NEW ZEALAND|10.60
20190815|002255107|AUO|51831|AU OPTRONICS CP ADS (10 COM)|2.21
20190815|002555506|ABCFF|8631|ABACUS MNG & EXPL CO (CANADA) |0.05
20190815|00288E300|ABMBF|33783|ABCOURT MINES INC CL-B (F)|0.07
20190815|00289Y107|ABEO|144|ABEONA THERAPEUTICS INC|2.43
20190815|002896207|ANF|12|ABERCROMBIE & FITCH CO CL-A|15.61
20190815|003011103|IAF|1873|ABERDEEN AUSTRALIA EQUITY FUND|5.10
20190815|003013109|FCO|2192|ABERDEEN GLOBAL INCOME FUND IN|8.36
20190815|00302L108|AWP|1283|ABERDEEN GLOBAL PREMIER PPTYS |5.85
20190815|00302M106|AGD|403|ABERDEEN GLOBAL DYNAMIC DIVID |9.23
20190815|003261104|BCI|2106|ABERDEEN STD INVTS BLOOMBERG A|21.71
20190815|003261500|AOIL|276|ABERDEEN STD BLOOMBERG WTI CRU|24.57
20190815|003262102|PALL|626|ABERDEEN STD PALLADIUM ETF TR |135.16
20190815|003263100|GLTR|9094|ABERDEEN STD PRECIOUS METALS B|72.42
20190815|003654100|ABMD|2541|ABIOMED INC|190.13
20190815|003793106|ABBRF|3385|ABRAPLATA RESOURCE C (CANADA) |0.05
20190815|00386B109|ALSWF|33200|ABSOLUTE SOFTWARE CORP|5.94
20190815|00404A109|ACHC|10094|ACADIA HEALTHCARE CO INC COM S|27.92
20190815|004225108|ACAD|15|ACADIA PHARMACEUTICALS INC|29.12
20190815|004285110|ACAMW|100|ACAMAR PARTNERS ACQUISITION CO|0.75
20190815|004285201|ACAMU|4980|ACAMAR PARTNERS ACQ|10.05
20190815|00430H102|AXDX|49|ACCELERATE DIAGNOSTICS INC STK|18.43
20190815|00430K402|ACST|58161|ACASTI PHARMA INC CL A SHS (CD|2.05
20190815|00444T100|ACRX|28537|ACELRX PHARMACEUTICALS INC COM|2.26
20190815|004468203|ACHV|1680|ACHIEVE LIFE SCIENCE INC COM N|1.79
20190815|00448Q201|ACHN|8839|ACHILLION PHARMACEUTICALS, INC|4.76
20190815|004563102|AVHNY|11|Ackermans & Van Haaren Sa Unsp|18.10
20190815|004892105|ACBM|100|ACRO BIOMEDICAL CO L|5.00
20190815|00507V109|ATVI|74525|ACTIVISION BLIZZARD INC COM ST|45.26
20190815|00507W107|ATNM|19230|ACTINIUM PHARMACEUTICALS, INC.|0.22
20190815|00507W123|ATNWW|2318|ACTINIUM PHARMACEUTI|0.20
20190815|005098108|GOLF|329|ACUSHNET HLDGS CORP COM (DE)|25.46
20190815|00547W208|ADMP|11049|ADAMIS PHARMACEUTICALS CORP CO|1.08
